listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Estate Land,2100000, , , ,"Few Minutes Drive From Regal College, Sagamu",Sagamu,Ogun,,08118104677,1,https://www.propertypro.ng/property/land-for-sale-few-minutes-drive-from-regal-college-sagamu-sagamu-ogun-9GNDE
Land,400000,0,0,0,The Royal Field Estate Ketu Epe,Epe,Lagos,,08088837576,1,https://www.propertypro.ng/property/land-for-sale-the-royal-field-estate-ketu-epe-epe-lagos-6GTQM
768 Sqm Of Land,140000000,0,0,0,Jahi District,Jahi,Abuja,,08067992859,1,https://www.propertypro.ng/property/land-for-sale-jahi-district-jahi-abuja-8GPDM
300sqm Of Land,1500000,0,0,0,Igbonla Epe Road,Epe,Lagos,,08068865438,1,https://www.propertypro.ng/property/land-for-sale-igbonla-epe-road-epe-lagos-4GJWA
Land,17000000,0,0,0,Jibowu Road Oko Oba Road,Agege,Lagos,,09078808164,1,https://www.propertypro.ng/property/land-for-sale-jibowu-road-oko-oba-road-agege-lagos-5FZFS
Newly Built 4 Bedroom Semi Detached Duplex In A Lovely Estate,52000000,5,4,5,,Ajah,Lagos,Newly Built,07069140931,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-6FVEW
40.36 Acres Of Land,15000000000,0,0,0,"Igbo Elerin Road, Okokomaiko",Badagry,Lagos,,08069483220,1,https://www.propertypro.ng/property/land-for-sale-igbo-elerin-road-okokomaiko-badagry-lagos-0GEFJ
2 Bedroom Apartment,35000000,3,3,3,Abijo Majek,Sangotedo,Lagos,ServicedNewly Built,09091180580,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abijo-majek-sangotedo-lagos-5GTMF
3 Bedrooms Bungalow,15000000,3,3,3,Ajinde Through Ireakari Estate Off Akala Express,Ibadan,Oyo,Newly Built,07067980197,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ajinde-through-ireakari-estate-off-akala-express-ibadan-oyo-1GTTD
Full Plot Of Land,15000000,0,0,0,Meiran Abule Egba Abule Egba Abule,Egba,Lagos,,08080564746,23,https://www.propertypro.ng/property/land-for-sale-meiran-abule-egba-abule-egba-abule-egba-lagos-0GABP
Fully Detached Duplex Of 10 Bedroom Flat,200000000,1,1,1,At 21 Road Festac Amuwo,Odofin,Lagos,,08182122039,23,https://www.propertypro.ng/property/10-bedroom-house-for-sale-at-21-road-festac-amuwo-odofin-lagos-8GTNW
Beautiful 3 Bedrooms Detached Bungalow With A Bq,27000000,4,3,4,Behind General Hospital Sabon Tasha,Chikun,Kaduna,,08067992859,23,https://www.propertypro.ng/property/3-bedroom-house-for-sale-behind-general-hospital-sabon-tasha-chikun-kaduna-9GJWM
4 Bedroom Fully Furnished Semi Detached Duplex,80000000,4,4,5,"Oral 2 Estate, Eleganza Lekki Phase 1",Lekki,Lagos,FurnishedNewly Built,09030097979,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oral-2-estate-eleganza-lekki-phase-1-lekki-lagos-0GSKS
Spacious 4 Bedrooms Bungalow,6000000,3,4,3,Gbagyi Villa,Chikun,Kaduna,,08067992859,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gbagyi-villa-chikun-kaduna-0GPDJ
3 Bedroom Serviced Apartments With A Room Bq,275000000,2,3,2,Bayview Apartments Banana Island Banana Island,Ikoyi,Lagos,,07049487086,23,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-bayview-apartments-banana-island-banana-island-ikoyi-lagos-1FBVK
Filling Station,50000000,0,0,0,"Ogijo, Ikorodu/sagamu Road,ogun State Sagamu",Sagamu,Ogun,,08131873518,23,https://www.propertypro.ng/property/commercial-property-for-sale-ogijo-ikorodu-sagamu-roadogun-state-sagamu-sagamu-ogun-4GHDA
4 Bedroom Duplex,45000000,5,4,5,"Baruwa Inside, Ipaja Lagos Baruwa",Ipaja,Lagos,Furnished,07026494004,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-baruwa-inside-ipaja-lagos-baruwa-ipaja-lagos-8GRXA
Luxurious 5 Bedroom Fully Detached Duplex House,150000000,0,0,0,Idado,Lekki,Lagos,,09058645473,23,https://www.propertypro.ng/property/house-for-sale-idado-lekki-lagos-0FLNC
5 Bedroom Duplex With A Penthouse,150000000,0,0,0,Ajao Estate,Isolo,Lagos,,08179585997,23,https://www.propertypro.ng/property/house-for-sale-ajao-estate-isolo-lagos-3FWTV
3 Bedroom Fully Detached Duplex,110000000,3,3,4,Medina,Gbagada,Lagos,Newly Built,08106855223,23,https://www.propertypro.ng/property/3-bedroom-house-for-sale-medina-gbagada-lagos-1GNJJ
3 Bedroom Terrace,80000000,4,3,4,Phase 2 Ogudu Gra,Ogudu,Lagos,Serviced,07064666727,23,https://www.propertypro.ng/property/3-bedroom-house-for-sale-phase-2-ogudu-gra-ogudu-lagos-4GTMU
6 Bedroom Duplex,120000000,6,6,7,"Alagbaka, Akure.",Akure,Ondo,,08062229169,23,https://www.propertypro.ng/property/6-bedroom-house-for-sale-alagbaka-akure-akure-ondo-4GQQH
"Standard 3 Flats Of 3bedroim, 1bedroom And 2bedroom Bungalow For Sale At Ogunwemyi",23000000, , , ,"Along Waec Headquarters Road Off Ogunwemyi,",Oredo,Edo,,08062881764,23,https://www.propertypro.ng/property/house-for-sale-along-waec-headquarters-road-off-ogunwemyi-oredo-edo-8GLXZ
2 Storey Building Of 6 Units Of 2 Bedroom Flat,30000000,1,1,1,,Owerri,Imo,Newly Built,08034056767,23,https://www.propertypro.ng/property/10-bedroom-house-for-sale-owerri-imo-1GGUJ
Executive 5bedroom Fully Detached Duplex,230000000,4,4,5,Ikota Ikate,Lekki,Lagos,,08028989025,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-ikate-lekki-lagos-9FYJF
Brand New 4bedroom Bungalow With 2rooms Bq,75000000,4,4,5,Efab Queens Estate,Gwarinpa,Abuja,Newly Built,08033906488,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-efab-queens-estate-gwarinpa-abuja-7FTYG
Land,2000000,0,0,0,Emuran Imota,Abeokuta,Ogun,,08138431284,23,https://www.propertypro.ng/property/land-for-sale-emuran-imota-abeokuta-ogun-5FZMY
4bedroom Semi Detached Duplex With A Bq,90000000,4,4,5,Millennium Estate Gbagada Millenuim Ups,Gbagada,Lagos,,07031567993,1,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-millennium-estate-gbagada-millenuim-ups-gbagada-lagos-5FFPK
Estate Land,6000000, , , ,"Behind Centenary City, 10 Minutes Drive To The Airport",Kuje,Abuja,,08118104677,1,https://www.propertypro.ng/property/land-for-sale-behind-centenary-city-10-minutes-drive-to-the-airport-kuje-abuja-8GNFY
204.6 Hectares Of Land,70000000000,0,0,0,Lagoon Of Parkview Banana Island,Ikoyi,Lagos,,08143129775,1,https://www.propertypro.ng/property/land-for-sale-lagoon-of-parkview-banana-island-ikoyi-lagos-6GPKW
3 Bedroom Flat,95000000,3,3,4,Lawanson,Surulere,Lagos,,08106855223,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lawanson-surulere-lagos-3GMRT
1 Acre Of Land,3000000000,0,0,0,"Corner Piece Kofo Abayomi & Yara Adua, Kofo Abayomi Victoria",Island,Lagos,,08133154602,1,https://www.propertypro.ng/property/land-for-sale-corner-piece-kofo-abayomi-yara-adua-kofo-abayomi-victoria-island-lagos-3GRPZ
Land,7500000, , , ,Eleko Ibeju,Ibeju-Lekki,Lagos,,09072222169,1,https://www.propertypro.ng/property/land-for-sale-eleko-ibeju-lekki-lagos-0GQPC
750sqm Fenced Plot With Uncompleted Demolishable Structure,20000000, , , ,Fidiso Estate Abijo,Ajah,Lagos,,08069483220,1,https://www.propertypro.ng/property/land-for-sale-fidiso-estate-abijo-ajah-lagos-0FRTC
Land,50000000,0,0,0,Gbagada Oworonshoki,Gbagada,Lagos,,09070147323,1,https://www.propertypro.ng/property/land-for-sale-gbagada-oworonshoki-gbagada-lagos-0GKYH
Land,4500000,0,0,0,Eleko Eleko Ibeju,Ibeju-Lekki,Lagos,,09043135508,1,https://www.propertypro.ng/property/land-for-sale-eleko-eleko-ibeju-lekki-lagos-3GQPL
Furnished 3 Bedroom Bungalow,25000000,3,3,4,Ogijo,Sagamu,Ogun,FurnishedNewly Built,08122986390,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ogijo-sagamu-ogun-1GKNS
600sqm Land,5000000,0,0,0,Christal Vila Vintage Estate Epe,Epe,Lagos,,07084372290,1,https://www.propertypro.ng/property/land-for-sale-christal-vila-vintage-estate-epe-epe-lagos-1GMLU
Land,1500000,0,0,0,"Eagle's Pride Estate, Imokun. Epe Road",Epe,Lagos,,09036917125,1,https://www.propertypro.ng/property/land-for-sale-eagles-pride-estate-imokun-epe-road-epe-lagos-7GQPQ
Plot Of Land Measuring 2313 Sqm,2200,0,0,0,Eko Atlantic Victoria,Island,Lagos,,07018146540,1,https://www.propertypro.ng/property/land-for-sale-eko-atlantic-victoria-island-lagos-4GJER
"5,100sqm Land",3000000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08037939912,1,https://www.propertypro.ng/property/land-for-sale-ikeja-gra-ikeja-lagos-3GRGU
4 Bedroom Bungalow,16000000,2,4,2,"Beside Sss Estate, Ile Tuntun, Nihort, Apata, Jericho",Ibadan,Oyo,,08065558146,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-beside-sss-estate-ile-tuntun-nihort-apata-jericho-ibadan-oyo-2GBGR
Full Plot Available,45000000, , , ,"K Farm, Obawole Ifako Ogba",Ogba,Lagos,,08023846690,1,https://www.propertypro.ng/property/land-for-sale-k-farm-obawole-ifako-ogba-ogba-lagos-2FAAM
A 4 Bedroom Flat Bungalow,14200000,4,4,4,"Iletuntun Sss Estate, Apata",Ibadan,Oyo,,07050589407,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-iletuntun-sss-estate-apata-ibadan-oyo-1GJKY
Four Bedroom Apartment Available,240000000,4,4,4,Ikoyi Ikoyi S.w,Ikoyi,Lagos,,09150993114,1,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikoyi-ikoyi-sw-ikoyi-lagos-5FUWG
Detached 4 Bedroom Bungalow,15000000,5,4,4,Celica Area Alakia,Ibadan,Oyo,,07035571555,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-celica-area-alakia-ibadan-oyo-6FLAM
Land,60000000, , , ,Obayan Street Akoka,Yaba,Lagos,,08085014619,21,https://www.propertypro.ng/property/land-for-sale-obayan-street-akoka-yaba-lagos-8GEAK
3 Bedroom Duplex With Additional 2 Units Of 2 Bedroom Flats,70000000,7,7,7,Oluyole Estate Sharp Corner Oluyole Estate,Ibadan,Oyo,,07035571555,21,https://www.propertypro.ng/property/7-bedroom-house-for-sale-oluyole-estate-sharp-corner-oluyole-estate-ibadan-oyo-6FLAQ
3 Bedroom Apartment,400000000,1,1,1,Olusanya Ringroad Challenge,Ibadan,Oyo,ServicedNewly Built,08149249272,21,https://www.propertypro.ng/property/10-bedroom-house-for-sale-olusanya-ringroad-challenge-ibadan-oyo-1GFKZ
450 Sqm Of Land,3500000,0,0,0,Karji Close To Yakowa Road,Chikun,Kaduna,,09126742758,21,https://www.propertypro.ng/property/land-for-sale-karji-close-to-yakowa-road-chikun-kaduna-0GPPH
Newly Built 4 Bedroom Semi Detached Duplex,60000000, , , ,Carlton Gate Estate Akobo,Ibadan,Oyo,,08056475988,21,https://www.propertypro.ng/property/house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-1GAEW
Blocks Of Bungalow Flats,20000000,0,0,0,Olodo,Ibadan,Oyo,,08056475988,21,https://www.propertypro.ng/property/house-for-sale-olodo-ibadan-oyo-2FPUB
450 Sqm Of Land,1500000,0,0,0,On The Major Road Directly Behind Poly Quarters Sabo,Chikun,Kaduna,,09126742758,21,https://www.propertypro.ng/property/land-for-sale-on-the-major-road-directly-behind-poly-quarters-sabo-chikun-kaduna-7GTRG
3bedroom Bungalow & 2 Units Miniflat,13000000,0,3,0,Nitel Estate Awolowo Way,Ikorodu,Lagos,,09083016090,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-nitel-estate-awolowo-way-ikorodu-lagos-1FUEE
440 Sqm Of Land,2500000,0,0,0,Opposite Ahmed Musa,Chikun,Kaduna,,09126742758,21,https://www.propertypro.ng/property/land-for-sale-opposite-ahmed-musa-chikun-kaduna-8GRWM
2 Plots Of Land,290000000,0,0,0,Inside Vgc Estate Vgc,Lekki,Lagos,,08122986390,21,https://www.propertypro.ng/property/land-for-sale-inside-vgc-estate-vgc-lekki-lagos-4GBDJ
A Property On 500sqm,50000000,0,0,0,"Kujore Street, Ojota Ogudu",Ogudu,Lagos,,07064666727,21,https://www.propertypro.ng/property/house-for-sale-kujore-street-ojota-ogudu-ogudu-lagos-7FYUW
600sqm Of Land,35000000,0,0,0,Oluyole Estate,Ibadan,Oyo,,08052778232,21,https://www.propertypro.ng/property/land-for-sale-oluyole-estate-ibadan-oyo-0GPDP
3bedroom Detached Bungalow,30000000,0,0,0,,Kubwa,Abuja,,08147492573,21,https://www.propertypro.ng/property/house-for-sale-kubwa-abuja-9GLSZ
Cornerpiece Plot Of Land ( 610 Sqm ) At Pinnock Beach Estate,280000000, , , ,Osapa London,Lekki,Lagos,,09010008402,21,https://www.propertypro.ng/property/land-for-sale-osapa-london-lekki-lagos-5FMNV
Land,13300000,0,0,0,Sangotedo,Ajah,Lagos,,08135593206,21,https://www.propertypro.ng/property/land-for-sale-sangotedo-ajah-lagos-4FXHA
5 Bedroom Detached Duplex,500000000,5,5,6,Opebi,Ikeja,Lagos,Newly Built,08131315389,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-opebi-ikeja-lagos-0GQMH
A 4 Bedroom Duplex With 2 Numbers Of 3 Bedrooms,60000000,3,3,3,Alhaji Alaka Street Illasa Ilasamaja,Mushin,Lagos,,08033149535,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-alhaji-alaka-street-illasa-ilasamaja-mushin-lagos-7FGVP
Newly Built Mansion Of 7 Bedroom Duplex With Bq And Pool,400000000,8,8,8,Jericho Gra Jericho,Ibadan,Oyo,FurnishedNewly Built,07035571555,16,https://www.propertypro.ng/property/8-bedroom-house-for-sale-jericho-gra-jericho-ibadan-oyo-8FJRF
500sqm Land,4000000,0,0,0,Poka Epe Road,Epe,Lagos,,09091180580,16,https://www.propertypro.ng/property/land-for-sale-poka-epe-road-epe-lagos-7GTRT
A Tastefully Finished Spacious Brand New 3bedroom Flat,45000000,3,3,4,Mabushi District,Mabushi,Abuja,Newly Built,08106600637,16,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-mabushi-district-mabushi-abuja-4FXSF
Newly Built 4 Bedrooms Detached Duplex,140000000,4,4,5,Main Gwarinpa,Gwarinpa,Abuja,Newly Built,08137377290,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-main-gwarinpa-gwarinpa-abuja-1FXQK
6 Bedroom Fully Detached Duplex,70000000,6,6,7,"Oba Lipede Estate, Onikoko,",Abeokuta,Ogun,Furnished,08131873518,16,https://www.propertypro.ng/property/6-bedroom-house-for-sale-oba-lipede-estate-onikoko-abeokuta-ogun-9GGVX
Luxury 6 Bedroom Detached Duplex In A Secured And Serene Environment,600000000,6,6, ,,Asokoro,Abuja,Newly Built,08082821053,16,https://www.propertypro.ng/property/6-bedroom-house-for-sale-asokoro-abuja-0FDHN
A Property On 890sqm Of Land,650000000, ,8, ,Shonibare Estate,Maryland,Lagos,,07064666727,16,https://www.propertypro.ng/property/8-bedroom-house-for-sale-shonibare-estate-maryland-lagos-3GFSN
Block Of 2 Units Of 3 Bedroom Flat,55000000,3,3,3,"Canale Estate, Ago Palace",Okota,Lagos,Serviced,08023084312,16,https://www.propertypro.ng/property/3-bedroom-house-for-sale-canale-estate-ago-palace-okota-lagos-5GMEE
5 Bedroom Duplex,110000000,6,5,6,"Oba Akenzua Avenue, Old Bodija Bodija",Ibadan,Oyo,,08056475988,16,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oba-akenzua-avenue-old-bodija-bodija-ibadan-oyo-7GSLB
4 Bedroom Terrace Maisonette,78000000,0,4,0,Ikate,Lekki,Lagos,,08135593206,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-8FXEV
4 Bedroom Fully Detached Duplex,120000000,4,4,5,Royal Garden Estate Ajiwe,Ajah,Lagos,ServicedNewly Built,08060629976,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-royal-garden-estate-ajiwe-ajah-lagos-4FENH
Standard 3bedroom Apartment,190000000,0,3,0,Ikoyi S.w,Ikoyi,Lagos,,08166916941,16,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikoyi-sw-ikoyi-lagos-8GPYF
4units Of 3bedrooms Flats,50000000,3,3,4,Century Ago Palace,Okota,Lagos,Serviced,08023084312,16,https://www.propertypro.ng/property/3-bedroom-house-for-sale-century-ago-palace-okota-lagos-3GMBV
Land.,40000000,0,0,0,"Urban Court, Around Lekki Garden.",Ajah,Lagos,,09036917125,16,https://www.propertypro.ng/property/land-for-sale-urban-court-around-lekki-garden-ajah-lagos-1GQLC
Affordable Land With Governor's Consent,6000000, , , ,The Liz Court Apartment Abijo Gra Ibeju,Ibeju-Lekki,Lagos,,08088837576,16,https://www.propertypro.ng/property/land-for-sale-the-liz-court-apartment-abijo-gra-ibeju-lekki-lagos-4GTJP
Functioning Construction Company,20000000,0,0,0,Ikeja,Ikeja,Lagos,,07032493391,16,https://www.propertypro.ng/property/commercial-property-for-sale-ikeja-ikeja-lagos-0FYQB
Magnificent 6 Bedroom Fully Detached Duplex,2000000000,6,6,7,Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08083241498,16,https://www.propertypro.ng/property/6-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-0GRGP
7777 Square Meters Of Land,2400000000,0,0,0,Second Toll Gate Lekki Lekki Phase 1,Lekki,Lagos,,07026494004,16,https://www.propertypro.ng/property/land-for-sale-second-toll-gate-lekki-lekki-phase-1-lekki-lagos-1GFKY
Newly Built Commercial Office Building,30000000,3,6,3,Adetokun Ologuneru Road Eleyele,Ibadan,Oyo,Newly Built,07035571555,11,https://www.propertypro.ng/property/6-bedroom-commercial-property-for-sale-adetokun-ologuneru-road-eleyele-ibadan-oyo-0FUWM
Beautiful 5 Bedroom Detached Duplex,400000000,6,5,6,Wuse,2,Abuja,,08067992859,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-wuse-2-abuja-2GGRV
Contemporary 4 Bedroom Terrace Duplex,160000000,4,4,6,Lekki Phase 1,Lekki,Lagos,,09058645473,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7FMYL
Newly Built 4 Bedroom Semi Detached Duplex,65000000,5,4,5,After Jericho Gra Idishin,Ibadan,Oyo,,08056475988,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-after-jericho-gra-idishin-ibadan-oyo-6GRTU
Furnished 2 Bedroom Flat,90000000,2,2,3,Muri Okunola Street Kofo Abayomi Victoria,Island,Lagos,,08086267650,11,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-muri-okunola-street-kofo-abayomi-victoria-island-lagos-6GUMD
5 Bedroom Terrace Duplex,325000000,5,5,5,Osborne Phase 2 Osborne Foreshore Estate,Ikoyi,Lagos,,08023388973,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osborne-phase-2-osborne-foreshore-estate-ikoyi-lagos-6GSDC
Land,1200000,0,0,0,,Enugu,Enugu,,08069517086,11,https://www.propertypro.ng/property/land-for-sale-enugu-enugu-8GDRX
Land,350000000,0,0,0,Lagos Ibadan Express Way At Asese,Arepo,Ogun,,08132765685,11,https://www.propertypro.ng/property/land-for-sale-lagos-ibadan-express-way-at-asese-arepo-ogun-8GMAA
4 Bedroom Bungalow,55000000,0,4,0,"Inside Post Army Housing Estate, Kurudu",Kurudu,Abuja,,08147492573,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-inside-post-army-housing-estate-kurudu-kurudu-abuja-3GUEZ
"Magnificent 4 Bedroom Detached Duplex: Lekki Phase 1, Lekki Lagos Jnf",240000000,5,4,7,Lekki Phase 1,Lekki,Lagos,Newly Built,09058645473,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6FJXA
4 Bedroom Semi Detached Duplex,130000000,4,4,5,Omole Phase 2 Omole Phase 2,Ojodu,Lagos,Newly Built,08138248835,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-omole-phase-2-omole-phase-2-ojodu-lagos-3GUHM
Beautiful 4 Bedrooms Detached Duplex With Dpc For 1 Bedroom Bq,80000000,5,4,5,Lokogoma,Lokogoma,Abuja,Newly Built,08067992859,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lokogoma-lokogoma-abuja-3EYTL
Brand New Luxury 4 Bedroom Terrace Duplex With Bq,90000000,4,4,5,Gilmor Jahi,Jahi,Abuja,Newly Built,08033906488,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gilmor-jahi-jahi-abuja-9FTSE
Newly Built 8 Units Of 3 Bedrooms Flat,500000000,4,3,4,,Jabi,Abuja,Newly Built,08067992859,11,https://www.propertypro.ng/property/3-bedroom-house-for-sale-jabi-abuja-9FKJF
22 Plots Of Land,25000000,0,0,0,Lekki Scheme 2,Ajah,Lagos,,09053588424,11,https://www.propertypro.ng/property/land-for-sale-lekki-scheme-2-ajah-lagos-4GNYT
Massive 10 Bedrooms Mansion,1200000000,1,1,1,Maitama Main,Maitama,Abuja,Newly Built,08067992859,11,https://www.propertypro.ng/property/10-bedroom-house-for-sale-maitama-main-maitama-abuja-3GSQC
Land,2000000,0,0,0,Papalanto,Ewekoro,Ogun,,08118104677,11,https://www.propertypro.ng/property/land-for-sale-papalanto-ewekoro-ogun-3GJHC
Land,550000000,0,0,0,By Kia Academy,Wuye,Abuja,,08067992859,11,https://www.propertypro.ng/property/land-for-sale-by-kia-academy-wuye-abuja-3GALW
Executive 3 Bedroom Bungalow With Bq,50000000,0,0,0,Thomas Estate,Ajah,Lagos,,08179585997,16,https://www.propertypro.ng/property/house-for-sale-thomas-estate-ajah-lagos-4FMJW
2 Bedroom Duplex,36500000,2,2,3,Ogombo Road/the Estate Ogombo,Ajah,Lagos,Newly Built,09092345715,16,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ogombo-road-the-estate-ogombo-ajah-lagos-3FEWV
Exquisite 2 Bedroom Apartment,70000000,2,2,3,Oniru Victoria,Island,Lagos,ServicedNewly Built,08030619771,16,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-7GUKJ
6 Bedroom Duplex Located In A Cool And Serene Environment,35000000,6,6,7,Located In Owerri,Owerri,Imo,,08034056767,16,https://www.propertypro.ng/property/6-bedroom-house-for-sale-located-in-owerri-owerri-imo-1FVFU
