listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Brand New 2 Bedroom Flat;,90000000,2,2,3,Lekki Phase 1,Lekki,Lagos,Newly Built,08082163583,30,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2GBRH
Primed 400sqm & 600sqm Residential Plots With 6 Months Payment Plan,25000000, , , ,Before Eleko Eleko Ibeju,Ibeju-Lekki,Lagos,,08063531327,30,https://www.propertypro.ng/property/land-for-sale-before-eleko-eleko-ibeju-lekki-lagos-7GBNQ
Beautiful 5 Bedroom Fully Detached Magnificent,400000000,5,5,6,Lekki Phase 1,Lekki,Lagos,Newly Built,07088739045,30,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9GBJS
Nicely Built 5 Bedroom Detached With Bq;,235000000,5,5,6,Second Tollgate,Lekki,Lagos,,08082163583,30,https://www.propertypro.ng/property/5-bedroom-house-for-sale-second-tollgate-lekki-lagos-4GFLT
Nicely Built 4 Bedroom Semi Detached Duplex;,55000000,4,4,5,,Ajah,Lagos,,08082163583,30,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9GFLW
Luxury 5 Bedroom Detached Terrace,150000000,5,5,6,Chevron,Lekki,Lagos,Newly Built,07088739045,30,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-3GFYW
5 Bedroom Fully Detached Duplex,140000000,5,5,6,Ologolo,Lekki,Lagos,Newly Built,07088739045,30,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-7GFWH
600sqms Of Land,7000000,0,0,0,"Gemstone Estate, Along Coastal Road, Eleko Eleko Ibeju",Ibeju-Lekki,Lagos,,07088739045,10,https://www.propertypro.ng/property/land-for-sale-gemstone-estate-along-coastal-road-eleko-eleko-ibeju-lekki-lagos-3GMQZ
Tastefully Built 5 Bedroom Fully Detached Duplex,135000000,5,5,6,Orchid,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0GSAJ
Fully Serviced 4 Bedroom Terrace Duplex,60000000,4,4,5,Orchid Chevron Chevron,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-chevron-chevron-lekki-lagos-3GSBH
4 Bedroom Massionette,280000000,0,4,0,Ikeja Gra,Ikeja,Lagos,,08028761350,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-2GRYN
6 Bedroom Detached House,1500000000,0,0,0,Old Ikoyi,Ikoyi,Lagos,,08028761350,10,https://www.propertypro.ng/property/house-for-sale-old-ikoyi-ikoyi-lagos-8GRYN
4 Bedroom House,500000000,0,4,0,,Lekki,Lagos,,08028761350,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-1GRYP
Newly Built 5 Bedroom Filly Detached Duplex,550000000,5,5,6,Victoria,Island,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-victoria-island-lagos-4GTRT
Land,2500000, , , ,"Araromi Tope, Elerangbe Eleranigbe Ibeju",Ibeju-Lekki,Lagos,,07034744114,10,https://www.propertypro.ng/property/land-for-sale-araromi-tope-elerangbe-eleranigbe-ibeju-lekki-lagos-4ETBG
4 Bedroom Semi Detached Duplex With Bq,70000000, , , ,Abijo,Ajah,Lagos,,07034744114,10,https://www.propertypro.ng/property/house-for-sale-abijo-ajah-lagos-0FJCQ
Luxury Finished 3 Bedroom Duplex,45000000,3,3,4,Opic Estate Isheri North,Ojodu,Lagos,Newly Built,08177766115,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-opic-estate-isheri-north-ojodu-lagos-0FRYV
Luxury 5 Bedroom Fully Detached Duplex With Swimming Pool,230000000,5,5,6,In A Serene Estate Neighborhood Ikota,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-a-serene-estate-neighborhood-ikota-lekki-lagos-0FRJG
Spacious 4 Bedroom Terrace Duplex;,75000000,4,4,5,Osapa,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-lekki-lagos-3FZPK
Magnificently Built 6 Bedroom Detached House,45000000,6,6,7,"Ajuwa Estate, Abuloma Port",Harcourt,Rivers,,08177766115,10,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ajuwa-estate-abuloma-port-harcourt-rivers-8GCDG
Newly Built 4 Bedroom Detached Duplex,100000000,4,4,5,Ikota,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-4GBYM
Nicely Built 4 Bedroom Semi Detached Duplex With Bq,90000000,4,4,5,Ikota,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-0GBYN
Land Measuring 928sqm,200000000,0,0,0,"Beach Resort Estate, Behind Nicon Town Estate,",Lekki,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-beach-resort-estate-behind-nicon-town-estate-lekki-lagos-9GJLN
Land Measuring 32 Plots (37m/plot),1184000000, , , ,Ogombo,Ajah,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-ogombo-ajah-lagos-4GJLP
4 Bedroom Terrace Duplex With A Room Bq,90000000,4,4,5,Lekki Phase 1,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0GJKM
Beautiful 4 Bedroom Fully Detached Duplex With Bq,125000000,4,4,5,Idado,Lekki,Lagos,Newly Built,07088739045,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-1FXPB
Brand New Luxury 6 Bedroom Townhouse With Bq,1500000,6,6,7,,Ikoyi,Lagos,ServicedNewly Built,07057302511,4,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ikoyi-lagos-1GAPP
Magnificently Built 4 Bedroom Bungalow,25000000,5,4,5,Choba/ Nta Road Choba Port,Harcourt,Rivers,,08177766115,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-choba-nta-road-choba-port-harcourt-rivers-1GAQN
Nicely Built 4 Bedroom Semi Terrace Duplex,125000000,4,4,5,Osapa London,Lekki,Lagos,FurnishedServiced,08082163583,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-8GETZ
"5 Bedroom Detached Home With Swimming Pool, 2 Rooftop Terraces And Cinema",550000000,5,5,6,Osapa London,Lekki,Lagos,Newly Built,07088739045,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8GEWV
4 Bedroom Terrace Duplex,350000000,5,4,5,Ikoyi S.w,Ikoyi,Lagos,Newly Built,07088739045,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-sw-ikoyi-lagos-4GJFX
Massive 8 Bedroom Detached Duplex With Elevator,1500000000,8,8,9,,Guzape,Abuja,Newly Built,08063531327,4,https://www.propertypro.ng/property/8-bedroom-house-for-sale-guzape-abuja-4GJDA
4 Bedroom Semi Detached Duplex With Bq,68000000,4,4,5,,Ajah,Lagos,Newly Built,08023231314,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-5GHWU
Affordable 3 Bedroom Apartment,50000000,3,3,4,Lekki County Homes Estate Ikota,Lekki,Lagos,ServicedNewly Built,08063531327,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-county-homes-estate-ikota-lekki-lagos-4GRBZ
Newly Built 3 Bedroom Apartment,55000000,3,3,4,Life,Camp,Abuja,ServicedNewly Built,08063531327,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-life-camp-abuja-1GRCX
Fully Detached 5 Bedroom Duplex,130000000,5,5,6,Ologolo,Lekki,Lagos,,08082163583,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-1GSJC
Luxury 2 Bedroom Apartment,65000000,2,2,3,Ikate,Lekki,Lagos,ServicedNewly Built,08063531327,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-3GTZW
Land For Sale,3500000, , , ,Alagbado Abule,Egba,Lagos,,07034744114,4,https://www.propertypro.ng/property/land-for-sale-alagbado-abule-egba-lagos-9EUGW
Land,16500000, , , ,"Off Monastery Road, Behind Novare Mall Shoprite Monastery Road",Sangotedo,Lagos,,07034744114,4,https://www.propertypro.ng/property/land-for-sale-off-monastery-road-behind-novare-mall-shoprite-monastery-road-sangotedo-lagos-9EUHD
Waterfront 3 Bedroom Apartment +bq+tennis+ Garden,1200000,3,3,4,Banana Island Estate Banana Island,Ikoyi,Lagos,Serviced,08124269637,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-estate-banana-island-ikoyi-lagos-0EYYL
Land,7500000,0,0,0,Free Trade Zone Ibeju,Ibeju-Lekki,Lagos,,07034744114,4,https://www.propertypro.ng/property/land-for-sale-free-trade-zone-ibeju-lekki-lagos-5FCVV
Beautiful 5 Bedroom Fully Detached Duplex,130000000,5,5,6,In A Serene Estate Neighborhood,Ajah,Lagos,Newly Built,07088739045,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-a-serene-estate-neighborhood-ajah-lagos-3FSZU
Gorgeous 5 Bedroom Fully Detached Duplex With Swimming Pool,850000000,5,5,6,In A Prestigious Neighborhood,Ikoyi,Lagos,Newly Built,07088739045,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-a-prestigious-neighborhood-ikoyi-lagos-1FSZW
Beautiful 4 Bedroom Semi Detached Duplex With Bq,85000000,4,4,5,In A Serene Neighborhood Ologolo,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-neighborhood-ologolo-lekki-lagos-4FWHA
Contemporary 4 Bedroom Semi Detached Duplex With Bq,120000000,5,4,5,In A Serene Neighborhood Ikate,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-neighborhood-ikate-lekki-lagos-2FXZC
Fully Furnished 5 Bedroom Maisonette,590000000,5,5,6,Banana Island,Ikoyi,Lagos,,08082163583,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-ikoyi-lagos-0GCTQ
Newly Built 4 Bedroom Semi Detached Duplex With Bq;,80000000,4,4,5,Ologolo,Lekki,Lagos,Newly Built,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-5GCGX
Nicely Built 5 Bedroom Detached House;,600000000,5,5,6,Ikate,Lekki,Lagos,,08082163583,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-2GCXF
5 Bedroom Semi Detached Duplex,150000000,6,6,7,Osapa London,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-lekki-lagos-5GCPK
Nicely Built 4 Bedroom Semi Detached Duplex With Bq,70000000,4,4,5,Ologolo,Lekki,Lagos,,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-0GCGX
Massive 6 Bedroom Semi Detached Duplex With A Bq,1500000000,6,6,7,Banana Island,Ikoyi,Lagos,,08082163583,20,https://www.propertypro.ng/property/6-bedroom-house-for-sale-banana-island-ikoyi-lagos-1GHMG
Newly Built 3 Bedroom Apartment With Bq,50000000,3,3,4,"2nd Toll Gate, Chevron",Lekki,Lagos,Newly Built,08023231314,20,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-2nd-toll-gate-chevron-lekki-lagos-6GHWR
Newly Built 4 Bedroom Terrace Duplex,150000000,4,4,5,,Wuye,Abuja,Newly Built,08063531327,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wuye-abuja-0GHSZ
Newly Built 5 Bedroom Detached Duplex,300000000,5,5,6,,Guzape,Abuja,Newly Built,08063531327,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-guzape-abuja-7GHTA
5 Bedroom Detached House,75000000,5,5,6,Abijo,Ajah,Lagos,Newly Built,090902999998,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-abijo-ajah-lagos-8GLCM
Luxury 4bedroom Semi Detached Duplex,90000000,4,4,5,Ikota,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5GNHK
Luxury 5 Bedroom Semi Detached House,150000000,5,5,6,Ikate,Lekki,Lagos,,08082163583,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-0GNMX
1 Bedroom Apartment,25000000,1,1,2,Off Lekki Epe Expressway,Ajah,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-off-lekki-epe-expressway-ajah-lagos-1GNRX
Newly Built 5 Bedroom Detached Duplex,220000000,5,5,6,Orchid,Lekki,Lagos,,08082163583,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0GRGL
4 Bedroom Fully Detached Duplex,95000000,4,4,5,Ikota,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5GRGY
600sqms Of Land,35000000,0,0,0,"Alexandra Estates Opposite Novare Mall, Sangotedo",Ajah,Lagos,,07057302511,20,https://www.propertypro.ng/property/land-for-sale-alexandra-estates-opposite-novare-mall-sangotedo-ajah-lagos-0GRFX
"*eighteen65 Residences, Victoria Island*",140000000,5,4,5,"*eighteen65 Residences, Victoria Island* Victoria",Island,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-eighteen65-residences-victoria-island-victoria-island-lagos-2EQFN
Spacious 5 Bedroom Duplex With 2 Units Of Spacious Two Bedroom Flats,260000000,6,5,6,Omole Omole Phase 1,Ojodu,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-omole-omole-phase-1-ojodu-lagos-3EQFW
Serviced 4bedroom Terrace Duplex With A Room Bq,50000000,5,4,5,Chevron Toll Gate Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-5ETER
Warehouse,1700000000,0,0,0,,Kubwa,Abuja,,08053979149,10,https://www.propertypro.ng/property/commercial-property-for-sale-kubwa-abuja-7EVYM
Luxury And Well Crafted 4bedroom With Bq Smart Home Duplex,260000000,4,4,5,Katampe,Ext,Abuja,Newly Built,08036492297,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-katampe-ext-abuja-1EYSJ
Luxury 5 Bedroom Fully Detached Duplex With Swimming Pool And Cinema,370000000,5,5,6,In A Serene Neighborhood Lekki Phase 1,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-a-serene-neighborhood-lekki-phase-1-lekki-lagos-1FUKN
Well Detailed 5 Bedroom Semi Detached Duplexwith Bq,90000000,5,5,6,Vgc,Lekki,Lagos,Newly Built,08023231314,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-vgc-lekki-lagos-0FUUX
Newly Built 4 Bedroom Terrace Duplex,175000000,4,4,5,Off Whitesand School Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,08063531327,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-whitesand-school-lekki-phase-1-lekki-lagos-3GAZB
Nicely Built 4 Bedroom Semi Detached Duplex With Bq,90000000,4,4,5,Ologolo,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-7GBJC
4 Bedroom Semi Detached Duplex,75000000,5,4,5,Ikota,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-4GBDF
"Land Measuring 1,315m²",250000000, , , ,"Directly On Osapa Road, Osapa London",Lekki,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-directly-on-osapa-road-osapa-london-lekki-lagos-1GBEY
Exquisite 5 Bedroom Fully Detached With Bq,155000000,5,5,6,Ikate,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-4GBAT
Luxury 5 Bedroom Semi Detached House,200000000,6,5,7,"Wuye District, Abuja, Fct.",Wuye,Abuja,Newly Built,08177766115,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-wuye-district-abuja-fct-wuye-abuja-8GGBA
Brand New 4 Bedroom Semi Detached Duplex With A Bq;,85000000,4,4,5,Chevron,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-4GGKG
Newly Built 4 Bedroom Detached Duplex,140000000,4,4,5,Agungi,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-1GMEP
Newly Built 4 Bedroom Detached Duplex,90000000,5,4,6,Ikota,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-6GQQS
4 Bedroom Detached Duplex,95000000,4,4,5,Ikota,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-9GQQT
Beautiful 4 Bedroom Semi Detached Duplex,90000000,4,4,5,Ologolo,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-4GQRQ
Newly Built 4 Bedroom Semi Detached Duplex,52000000,4,4,5,,Ajah,Lagos,Newly Built,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-3GUGN
Massively Built Furnished 5 Bedroom Terrace Duplex With Swimming Pool And Bq For Sale,300000000,5,5,6,Ikoyi Banana Island,Ikoyi,Lagos,FurnishedNewly Built,08147329552,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-banana-island-ikoyi-lagos-2EPHU
Top Notched Finishing Super Luxury 5 Bedroom Semi Detached Duplex Sitting On 400sqm Room Bq With Swimming Pool,650000000,5,5,6,Banana Island Road Banana Island,Ikoyi,Lagos,Newly Built,08147329552,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-road-banana-island-ikoyi-lagos-5EPLJ
Brand New Spacious Super Luxury 4 Bedroom Fully Detached Duplex With Bq,100000000,4,4,5,2nd Toll Gate Lekki Phase 2,Lekki,Lagos,Newly Built,08147329552,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-2nd-toll-gate-lekki-phase-2-lekki-lagos-2ESUX
600 Sqm Land,10000000,0,0,0,"Orofun Town, Ibeju Lekki Lagos Ibeju",Ibeju-Lekki,Lagos,,07037925478,9,https://www.propertypro.ng/property/land-for-sale-orofun-town-ibeju-lekki-lagos-ibeju-lekki-lagos-2ESSM
3 Bedroom Terrace With Bq,34000000,3,3,4,"Abijo, Gra Abijo",Ajah,Lagos,,07037925478,9,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abijo-gra-abijo-ajah-lagos-7ESSL
Direct Cash Ready Clients Only Newly Built Luxury 5 Bedroom Detached House + Pool + Elevator Etc In Banana Island Estate,1650000000,5,5,6,Banana Island Estate Banana Island,Ikoyi,Lagos,Newly Built,08124269637,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-6EZTR
Direct Cash Ready Clients Only Newly Built 4 Bedroom Maisonette,280000000,4,4,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08124269637,9,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-central-ikoyi-old-ikoyi-ikoyi-lagos-1EZUW
Commercial Beachfront,8100000, , , ,"Solu Alade, Eleko Ibeju",Ibeju-Lekki,Lagos,,07034744114,9,https://www.propertypro.ng/property/commercial-property-for-sale-solu-alade-eleko-ibeju-lekki-lagos-0FFEZ
Lovely 5 Bedroom Fully Detached Duplex With Bq,110000000,5,5,6,Chevron Toll Gate Chevron,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-2FPZS
4 Bedroom Fully Detached Duplex,95000000,4,4,5,Ologolo,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-5FPXE
Tastefully Built 4 Bedroom Detached With Bq;,140000000,4,4,5,Second Tollgate,Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-5FYXM
Newly Built 4 Bedroom Detached With Bq;,140000000,4,4,5,Second Tollgate,Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-5FYXL
Affordable 5 Bedroom Fully Detached Duplex,125000000,5,5,6,Chevron,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1GDGX
5 Bedroom Detached Duplex,190000000,5,5,6,Ikate,Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-7GDHJ
4 Bedroom Semi Detached Duplex,100000000,4,4,5,Osapa London,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-2GDGW
Beautiful 4 Bedroom Terrace Duplex;,65000000,4,4,5,Second Tollgate,Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-8GHDV
Luxury 2 Bedroom Apartment With Bq,58000000,2,2,3,Ikate,Lekki,Lagos,Newly Built,08023231314,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9GHED
5 Bedrooms Fully Detached Duplex With Bq,160000000,5,5,6,Ikate,Lekki,Lagos,,08082163583,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3GMBQ
"4,000sqm Bareland",150000000,0,0,0,"New Lagos Badagry Expressway,",Badagry,Lagos,,08028761350,1,https://www.propertypro.ng/property/land-for-sale-new-lagos-badagry-expressway-badagry-lagos-4GMDB
30 Units Of 3 Bedroom Flat,32000000,0,0,0,,Sangotedo,Lagos,,08028761350,1,https://www.propertypro.ng/property/flat-apartment-for-sale-sangotedo-lagos-8GMDB
4 Plots Of Land,75000000,0,0,0,"Lagos Badagry Expressway,",Badagry,Lagos,,08028761350,1,https://www.propertypro.ng/property/land-for-sale-lagos-badagry-expressway-badagry-lagos-0GMDC
Newly Built 4 Bedroom Terrace Duplex,60000000,4,4,5,"Orchid Hotel Road, Chevron",Lekki,Lagos,ServicedNewly Built,08063531327,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-hotel-road-chevron-lekki-lagos-7GLYE
4 Bedroom Terrace Duplex*,60000000,0,0,0,Osapa London,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-sale-osapa-london-lekki-lagos-8GMAT
1900sqm Waterfront Land *,1200000,0,0,0,Banana Island,Ikoyi,Lagos,,08028761350,1,https://www.propertypro.ng/property/land-for-sale-banana-island-ikoyi-lagos-7GMAV
"12,574.772sqm Land*",1450000,0,0,0,Banana Island,Ikoyi,Lagos,,08028761350,1,https://www.propertypro.ng/property/land-for-sale-banana-island-ikoyi-lagos-4GMAW
4 Bedroom Terrace House,200000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,08082163583,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6GNWC
Beautiful 2 Bedroom Apartment,35000000,2,2,3,The Pearl Residences Abijo,Ajah,Lagos,ServicedNewly Built,07088739045,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-the-pearl-residences-abijo-ajah-lagos-7GPAX
5 Bedroom Detached House,500000000,5,5,6,Lekki Phase 1,Lekki,Lagos,Newly Built,08082163583,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8GNWC
4 Bedroom Detached Duplex,130000000,4,4,5,Chevron,Lekki,Lagos,Newly Built,08063531327,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-1GNWD
4419 Sqm Land,200000000,0,0,0,Behind Paradise Estate Life,Camp,Abuja,,08028761350,1,https://www.propertypro.ng/property/land-for-sale-behind-paradise-estate-life-camp-abuja-4GNZG
Newly Built 2 Bedroom Terrace Duplex,45000000,2,2,3,Orchid,Lekki,Lagos,Newly Built,08082163583,1,https://www.propertypro.ng/property/2-bedroom-house-for-sale-orchid-lekki-lagos-0GNZZ
New 3 Bedroom Apartment,300000000,3,3,4,Off First Avenue Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,090902999998,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-first-avenue-old-ikoyi-ikoyi-lagos-9GPGT
Beautiful 3 Bedroom Maisonnette,85000000,3,3,4,Ambiance Heights Off Freedom Way Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,07088739045,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ambiance-heights-off-freedom-way-lekki-phase-1-lekki-lagos-0GNWY
4 Bedrooms Detached Duplex,260000000,0,4,0,,Ikeja,Lagos,,08028761350,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikeja-lagos-7GRYM
Newly Built 5 Bedroom Detached Duplex,95000000,5,5,6,,Ajah,Lagos,Newly Built,08082163583,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9GTHV
5 Bedroom Detached Duplex,150000000,5,5,6,Chevron,Lekki,Lagos,Newly Built,08063531327,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1GTJH
Spaciously Built 5 Bedroom Fully Detached Duplex With Bq And Swimming Pool,390000000,5,5,6,Osapa Osapa London,Lekki,Lagos,Newly Built,08147329552,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-osapa-london-lekki-lagos-9EREP
Exquisitely Designed 5 Bedroom Detached House With A Bq,300000000,5,5,6,"Lekki County Estate, Ikota",Lekki,Lagos,Newly Built,07057302511,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-estate-ikota-lekki-lagos-2FUFY
Full Plot Of Land,35000000,0,0,0,"Back Of Super Saver, Olive Church Estate, Ago Palace",Okota,Lagos,,07057302511,9,https://www.propertypro.ng/property/land-for-sale-back-of-super-saver-olive-church-estate-ago-palace-okota-lagos-8FUFZ
Luxury 3 Bedroom Terrace + Maid's Room,41000000,3,3,4,Eleko Beach Road Eleko Ibeju,Ibeju-Lekki,Lagos,,08023231314,9,https://www.propertypro.ng/property/3-bedroom-house-for-sale-eleko-beach-road-eleko-ibeju-lekki-lagos-5FUBX
Brand New 3 Bedroom Flat With A Bq;,90000000,3,3,4,Lekki Right.,Lekki,Lagos,Newly Built,08082163583,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-right-lekki-lagos-5FZWM
Smart 4 Bedroom Semi Detached Duplex,160000000,4,4,5,Off Freedom Way Ikate,Lekki,Lagos,,08063531327,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-freedom-way-ikate-lekki-lagos-9FZXN
