listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Newly Built 4 Bedroom Semi Detached House + Bq,420000000,4,4,5,,Ikoyi,Lagos,unstated,08124269637,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-7EQLW,05 May 2021
Standard Blocks Of 1 Number Of 3bedroom Flats Upstairs And 1 Number Of 2bedroom Flats Downstairs Plus 1 Number Mini Bq,85000000,0,0,0,,Surulere,Lagos,unstated,08081672062,1,https://www.propertypro.ng/property/house-for-sale-james-robertson-street-masha-surulere-lagos-3GNEG,06 May 2022
Newly Built 2 Bedroom Apartment,45000000,2,2,3,Lekki,Lekki,Lagos,unstated,07025014897,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-chevron-lekki-lagos-9GCXS,25 Feb 2022
Tastefully Finished 5 Bedroom Detached House,150000000,6,5,7,,Lekki,Lagos,unstated,08160971667,34,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-2-lekki-lagos-3FZMY,01 Feb 2022
Affordable 5 Bedroom Detached Duplex In A Secured Estate,150000000,5,5,6,Kado Abuja,Kado,Abuja,unstated,08063531327,19,https://www.propertypro.ng/property/5-bedroom-house-for-sale-kado-abuja-3FQNJ,07 Nov 2021
Nicely Built 2 Bedroom Apartment;,130000000,2,2,3,,Lekki,Lagos,unstated,08082163583,11,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8FZDQ,29 Jan 2022
5 Bedroom Fully Detached Duplex With Bq,150000000,5,5,6,Lekki,Lekki,Lagos,unstated,07088739045,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-6FWNF,07 Jan 2022
Available Land,1200000,0,0,0,Central,Central,Edo,unstated,08140215129,1,https://www.propertypro.ng/property/land-for-sale-benin-central-edo-7FLXR,06 Oct 2021
Land,4500000,0,0,0,,Ilorin,Kwara,unstated,07041489625,1,https://www.propertypro.ng/property/land-for-sale-vip-gardens-asadam-with-6-months-flexible-payment-plans-ilorin-kwara-4GSDR,02 Jun 2022
3 Bedroom Apartment,14000000,3,3,4,Sangotedo,Sangotedo,Lagos,unstated,07041489625,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-bogije-sangotedo-lagos-2GQWH,24 May 2022
Luxury 4 Bedroom Semi Detached House,85000000,5,4,6,Lekki,Lekki,Lagos,unstated,08160971667,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-4GCWA,25 Feb 2022
Beautiful 3 Bedroom Luxury Apartment With Bq,160000000,3,3,4,,Ikoyi,Lagos,unstated,07088739045,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-in-a-serene-premium-neighborhood-ikoyi-lagos-5FWMW,07 Jan 2022
3 Bedroom Terrace Duplex,50000000,3,3,4,,Ojodu,Lagos,unstated,07034744114,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-isheri-north-ojodu-lagos-6GRCS,26 May 2022
Beautiful 4 Bedroom Fullydetached Duplex In Good Location,110000000,4,4,5,,Ajah,Lagos,unstated,07088739045,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-neighborhood-ajah-lagos-9FNSK,21 Oct 2021
Serviced 2 & 3 Bedroom Apartments,36000000,0,0,0,,Lekki,Lagos,unstated,08140215129,13,https://www.propertypro.ng/property/flat-apartment-for-sale-2nd-toll-gate-ikota-lekki-lagos-1FWNC,07 Jan 2022
Decently Finished 4 Bedroom Fully Detached Duplex,98000000,4,4,5,,Lekki,Lagos,unstated,07088739045,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-estate-neighborhood-ikota-lekki-lagos-3FUQN,14 Dec 2021
Superbly Finished 4 Bedroom Duplex,60000000,4,4,5,,Ojodu,Lagos,unstated,08177766115,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opic-estate-isheri-north-ojodu-lagos-9FEJB,16 Aug 2021
"Landed Property On Meckwen Road, Ikoyi, Lagos",570000, , , ,,Ikoyi,Lagos,unstated,090902999998,1,https://www.propertypro.ng/property/land-for-sale-mecknwen-road-ikoyi-lagos-old-ikoyi-ikoyi-lagos-6EVZU,15 Jun 2021
4 Bedroom Detached Duplex,65000000,4,4,5,Lekki,Lekki,Lagos,unstated,07088739045,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-3GHMS,30 Mar 2022
"Primed 675sqm, 900sqm Residential Plots In A Beautiful Estate",130000000, , , ,,Lekki,Lagos,unstated,08063531327,3,https://www.propertypro.ng/property/land-for-sale-victoria-garden-city-vgc-lekki-lagos-3GCXC,25 Feb 2022
Newly Built 5 Bedrooms Detached Duplex + 1 Room Bq,150000000,5,5,6,,Lekki,Lagos,unstated,08050606090,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8FUXX,17 Dec 2021
5 Bedroom Detached Duplex,100000000,5,5,6,,Ajah,Lagos,unstated,07057302511,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-emerald-estate-mobil-estate-ilaje-ajah-lagos-5GRDL,26 May 2022
4 Bedroom Terrace Duplex,75000000,4,4,5,,Lekki,Lagos,unstated,090902999998,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-grand-view-court-estate-agungi-lekki-lagos-9GLAD,19 Apr 2022
Tastefully Built 5 Bedroom Detached Duplex;,530000000,5,5,6,,Lekki,Lagos,unstated,08082163583,19,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-7GKMD,14 Apr 2022
Newly Built 3 Bedroom Apartment + Bq + Pool + Elevator,190000000,3,3,4,,Ikoyi,Lagos,unstated,08124269637,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-central-ikoyi-old-ikoyi-ikoyi-lagos-7FBZZ,28 Jul 2021
Land,35000000, , , ,Ajah,Ajah,Lagos,unstated,08023231314,9,https://www.propertypro.ng/property/land-for-sale-awoyaya-ajah-lagos-3GGAQ,20 Mar 2022
"A Very Sweet Lovely 550sqm Estate Land At Dbc Level And Is Conner Pies, This Estate Is Just On Your Way To Coza First Left Turn, Very Secured Neighborhood Tarred Road Children Playing Grand",45000000,5,5,6,,Guzape,Abuja,unstated,08053979149,4,https://www.propertypro.ng/property/5-bedroom-land-for-sale-close-to-coza-church-guzape-abuja-0FXGY,14 Jan 2022
1566 Sq.metres Land,625000,0,0,0,,Ikoyi,Lagos,unstated,08050606090,2,https://www.propertypro.ng/property/land-for-sale-macgregor-road-old-ikoyi-ikoyi-lagos-4FAQK,16 Jul 2021
Land,5000000,0,0,0,Abakaliki Ebonyi,Abakaliki,Ebonyi,unstated,07034744114,3,https://www.propertypro.ng/property/land-for-sale-abakaliki-ebonyi-2GLKN,22 Apr 2022
Contemporary 4 Bedroom Fully Detached Duplex With Bq,85000000,4,4,5,,Ajah,Lagos,Newly Built,07088739045,15,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-estate-neighborhood-ado-ajah-lagos-1FWFU,05 Jan 2022
Lovely 2 Bedroom Penthouse;,130000000,2,2,3,,Lekki,Lagos,Newly Built,08082163583,15,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8GEGA,08 Mar 2022
Beautiful 4 Bedroom Semi Detached Duplex,98000000,4,4,5,,Lekki,Lagos,Newly Built,07088739045,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-vgc-ikota-lekki-lagos-6FMGR,09 Oct 2021
4 Bedroom Semi Detached Duplex,70000000,4,4,5,,Lekki,Lagos,Newly Built,07030598736,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-ikota-lekki-lagos-2FNJU,19 Oct 2021
Land Measuring 800sqm With A Storey Building,100000000,0,0,0,,Yaba,Lagos,Newly Built,07057302511,1,https://www.propertypro.ng/property/land-for-sale-directly-on-apapa-road-ebute-metta-yaba-lagos-4FYNM,25 Jan 2022
Nicely Built 6 Bedroom Detached House With Swimming Pool And Bq,500000000,7,6,8,,Lekki,Lagos,Newly Built,08160971667,50,https://www.propertypro.ng/property/6-bedroom-house-for-sale-pinnock-estate-osapa-london-lekki-lagos-5EUVH,08 Jun 2021
Tastefully Built 5bedrooms Fully Detached Duplex With 2rooms Bq,500000000,5,5,6,,Guzape,Abuja,Newly Built,08053979149,19,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-pace-setters-school-guzape-abuja-2FXNK,17 Jan 2022
Luxury 3 Bedroom Apartment,130000000,3,3,4,,Island,Lagos,Newly Built,08050606090,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-off-ajose-adeogun-ademola-adetokunbo-victoria-island-lagos-1EPXE,28 Apr 2021
Fenced And Gated Plot Of Land Measuring 1800sqm With Demolishable Bungalow,280000000, , , ,,Surulere,Lagos,Newly Built,08081672062,3,https://www.propertypro.ng/property/land-for-sale-owukori-crescent-alaka-estate-surulere-lagos-1FJBJ,12 Sep 2021
Land,5500000,0,0,0,,East,Plateau,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-sunshine-city-estate-ray-field-jos-with-flexible-payment-plans-of-6-months-beside-the-new-plateau-state-government-house-opposite-proposed-site-for-pentecostal-followship-of-nigeria-university-jos-east-plateau-4GREG,26 May 2022
Fenced And Gated Land Measuring 553.714sqm In A Good And Gated Environment,65000000, , , ,,Maryland,Lagos,Newly Built,08081672062,9,https://www.propertypro.ng/property/land-for-sale-off-ajose-street-mende-maryland-lagos-1ESHP,21 May 2021
Lovely 4 Bedroom Semi Detached Duplex With Bq,75000000,4,4,5,,Lekki,Lagos,Newly Built,07088739045,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-neighborhood-ikota-lekki-lagos-9FTFE,01 Dec 2021
Newly Built 5 Bedroom Duplex,80000000,5,5,6,,Ojodu,Lagos,Newly Built,08177766115,12,https://www.propertypro.ng/property/5-bedroom-house-for-sale-opic-estate-isheri-north-ojodu-lagos-2FLUT,06 Oct 2021
Exquisitely Built 4 Bedroom Bungalow,25000000,4,4,5,,Harcourt,Rivers,Newly Built,08177766115,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adp-rumuodomaya-port-harcourt-rivers-8GEQH,10 Mar 2022
Brand New Listing ??????massive 4 Bedroom Terrace Duplex,50000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-1ETHL,28 May 2021
Extraordinary Spacious Brand New 3 Bedroom Block Of Flats,125000000,3,3,4,,Island,Lagos,Newly Built,08147329552,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-oniru-estate-oniru-victoria-island-lagos-2FAAQ,12 Jul 2021
Land,3750000,0,0,0,,Owerri,Imo,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-pearls-gardens-mbrichi-with-6-months-flexible-payment-plans-owerri-imo-0GSDR,02 Jun 2022
A Full Plot Of Land,4000000,0,0,0,,Ibadan,Oyo,Newly Built,08156968495,4,https://www.propertypro.ng/property/land-for-sale-ile-ero-by-atere-road-akala-express-ibadan-oyo-5GJKN,06 Apr 2022
Land,2800000,0,0,0,Asaba Delta,Asaba,Delta,unstated,07041489625,1,https://www.propertypro.ng/property/land-for-sale-asaba-delta-4GRFS,26 May 2022
Tastefully Built 5 Bedroom Detached Duplex With Bq;,160000000,5,5,6,Lekki,Lekki,Lagos,unstated,08082163583,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1GCGM,21 Feb 2022
Luxury 5 Bedroom Detached Duplex With Good Finishing,200000000,5,5,6,Wuye Abuja,Wuye,Abuja,unstated,08063531327,13,https://www.propertypro.ng/property/5-bedroom-house-for-sale-wuye-abuja-9FSPM,25 Nov 2021
Land,300000000,0,0,0,,Lekki,Lagos,unstated,07057302511,1,https://www.propertypro.ng/property/land-for-sale-pinnock-beach-estate-osapa-london-lekki-lagos-5GCEU,21 Feb 2022
4 Bedroom Fully Detached + Bq,65000000,0,0,0,,Ajah,Lagos,unstated,07034744114,1,https://www.propertypro.ng/property/house-for-sale-inside-meridian-boulevard-estate-okun-abraham-adesanya-estate-ajah-lagos-0ESZK,25 May 2021
2 Units Of 3 Bedroom Bungalow,26000000,3,3,3,,Ibeju-Lekki,Lagos,unstated,08147329552,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-eputu-ibeju-lekki-lagos-9FQCN,03 Nov 2021
6 Bedroom Fully Detached Duplex With Swimming Pool And 1 Room Bq,470000000,6,6,7,,Lekki,Lagos,unstated,08147329552,8,https://www.propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-lekki-lagos-7FQSQ,09 Nov 2021
Newly Built 2bedroom And 3bedroom Flat,145000000,2,2,3,Island,Island,Lagos,unstated,07030598736,20,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-6GATD,09 Feb 2022
4 Bedroom Fully Detached Duplex,270000000,4,4,5,,Village),Abuja,unstated,08053979149,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opp-game-village-kaura-games-village-abuja-5GLDY,20 Apr 2022
Fully Serviced 3 Bedroom Flat With A Bq;,80000000,3,3,4,Lekki,Lekki,Lagos,unstated,08082163583,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-2GGXM,25 Mar 2022
Land,400000,0,0,0,,Iwo,Osun,unstated,07041489625,1,https://www.propertypro.ng/property/land-for-sale-peaks-vine-farms-iwo-and-ikire-with-flexible-payment-plan-ayedire-ig-iwo-osun-4GQYZ,25 May 2022
3 Bedroom Duplex With 2 Numbers Of 3 Bedroom Apartment,17000000,0,3,0,Ipaja,Ipaja,Lagos,unstated,08180249383,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-oluwaga-ipaja-lagos-5GKHC,13 Apr 2022
Residential Land In An Estate,25000000,0,0,0,,Ibeju-Lekki,Lagos,unstated,07025014897,2,https://www.propertypro.ng/property/land-for-sale-bogije-ibeju-lekki-lagos-0GLHQ,21 Apr 2022
Newly Built 4 Bedroom Penthouse Apartment +bq,170000000,4,4,5,,Ikoyi,Lagos,unstated,08124269637,7,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-off-banana-island-road-mojisola-onikoyi-estate-ikoyi-lagos-6FYEM,21 Jan 2022
Newly Built 5 Bedroom Semi Detached Duplex With Swimming Pool +cinema +gym In A Beautiful Estate,360000000,5,5,6,,Lekki,Lagos,unstated,08063531327,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-cowrie-creek-estate-ikate-lekki-lagos-5GBQM,16 Feb 2022
Luxury (smart House) 5 Bedroom Detached Duplex,600000000,5,5,6,,Lekki,Lagos,unstated,08063531327,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-vintage-park-estate-ikate-lekki-lagos-6GCBK,19 Feb 2022
Land,1000000,0,0,0,,Epe,Lagos,unstated,07041489625,1,https://www.propertypro.ng/property/land-for-sale-amberville-phase-2-epe-road-epe-lagos-4GSDH,02 Jun 2022
Luxury 3 Bedroom Flat,240000000,3,3,4,,Ikoyi,Lagos,unstated,07057302511,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-mason-apartments-gerard-road-ikoyi-lagos-7GTHY,09 Jun 2022
4 Bedroom Fully Detached Duplex,85000000000,4,4,5,Lekki,Lekki,Lagos,unstated,07030598736,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-7FXVN,19 Jan 2022
Almost Two Plots Of Land,15000000,0,0,0,,Owerri,Imo,unstated,08037372117,4,https://www.propertypro.ng/property/land-for-sale-road-5-extension-imo-housing-estate-new-owerri-owerri-imo-2GJHL,05 Apr 2022
Land,25000000,0,0,0,,Ibeju-Lekki,Lagos,unstated,07057302511,1,https://www.propertypro.ng/property/land-for-sale-behind-amen-estate-phase-2-eleko-ibeju-lekki-lagos-3GGMM,23 Mar 2022
Land,3500000,0,0,0,,Akwa,Ibom,unstated,07041489625,1,https://www.propertypro.ng/property/land-for-sale-juniper-estate-airport-road-ring-road-roundabout-serlter-afrique-daskkada-estate-uyo-akwa-ibom-1GRES,26 May 2022
Contemporary 5 Bedroom Detached House With Bq,112000000,6,5,7,Lekki,Lekki,Lagos,unstated,08160971667,30,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-9EQYE,09 May 2021
5 Bedroom Detached House,500000000,5,5,6,,Lekki,Lagos,unstated,07030598736,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-estate-osapa-london-lekki-lagos-0GFNW,17 Mar 2022
Newly Built 4 Bedroom Semi Detached Duplex,80000000,4,4,5,,Lekki,Lagos,unstated,08063531327,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oral-estate-chevron-lekki-lagos-6GQWT,24 May 2022
"Brand New, Exquisite And Luxurious 7 Bedroom Detached Duplex",240000000,7,7,5,,Ikeja,Lagos,unstated,08177766115,18,https://www.propertypro.ng/property/7-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-1FJTV,17 Sep 2021
1 Bedroom Apartments,23000000,1,1,2,Jahi Abuja,Jahi,Abuja,unstated,08177766115,18,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-jahi-abuja-4FYZR,28 Jan 2022
Newly Built 5 Bedroom Detached House + Elevator,750000000,5,5,6,,Ikoyi,Lagos,unstated,08124269637,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-2FWXQ,12 Jan 2022
Affordable 4 Bedroom Detached Duplex In A Strategic Location,120000000,4,4,5,Mabushi Abuja,Mabushi,Abuja,unstated,08063531327,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-mabushi-abuja-3FSTZ,27 Nov 2021
Land,30000000,0,0,0,,Ajah,Lagos,unstated,07034744114,5,https://www.propertypro.ng/property/land-for-sale-eti-osa-local-government-abraham-adesanya-estate-ajah-lagos-0GLMX,23 Apr 2022
537sqm Of Land,35000000,0,0,0,,Ojodu,Lagos,unstated,07088739045,6,https://www.propertypro.ng/property/land-for-sale-close-to-omole-phase-2-olowora-ojodu-lagos-0GRUA,30 May 2022
Luxurious 4 Bedroom,430000000,4,4,5,,Ikoyi,Lagos,unstated,08098000359,45,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-5FWYJ,12 Jan 2022
Luxury 4 Bedroom Fully Detached Duplex With Swimming Pool,95000000,4,4,4,Ajah,Ajah,Lagos,unstated,08147329552,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ado-ajah-lagos-8GLUC,25 Apr 2022
Nicely Finished And Well Located 2 Bedroom Bungalow,22000000,2,2,3,,Dakwo,Abuja,unstated,08177766115,24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-city-view-estate-opposite-sunnyvale-estate-dakwo-abuja-0FTQS,04 Dec 2021
Land,15000000,0,0,0,Epe Lagos,Epe,Lagos,unstated,08023231314,8,https://www.propertypro.ng/property/land-for-sale-epe-lagos-8GLDC,20 Apr 2022
Land,3000000,0,0,0,Lekki,Ibeju-Lekki,Lagos,unstated,07025014897,6,https://www.propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-9GEEL,08 Mar 2022
Lovely 2 Bedroom Flat;,85000000,2,2,3,,Lekki,Lagos,unstated,08082163583,11,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8GEBY,07 Mar 2022
Brand New And Well Located 4 Bedroom Terrace Houses,38900000,4,4,5,Kubwa Abuja,Kubwa,Abuja,unstated,08177766115,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kubwa-abuja-1EPPN,25 Apr 2021
4 Bedroom Fully Detached With Bq,105000000,4,4,5,Ajah Lagos,Ajah,Lagos,unstated,08147329552,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9FNNF,20 Oct 2021
Available Land,13500000,0,0,0,Ajah,Ajah,Lagos,unstated,08140215129,3,https://www.propertypro.ng/property/land-for-sale-abijo-ajah-lagos-9FMRF,13 Oct 2021
Land,28000000,0,0,0,,Ajah,Lagos,unstated,08023231314,4,https://www.propertypro.ng/property/land-for-sale-lekki-scheme-2-ajah-lagos-4GLRB,24 Apr 2022
Land,2000000,0,0,0,,Anaocha,Anambra,unstated,07034744114,2,https://www.propertypro.ng/property/land-for-sale-shining-star-estate-anaocha-anambra-9GAYG,11 Feb 2022
Beautiful 4 Bedroom Semi Detached Duplex;,85000000,4,4,5,,Lekki,Lagos,unstated,08082163583,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-1GLDP,20 Apr 2022
2bedrooms Apartment,39000000,2,2,3,,Lekki,Lagos,unstated,08050606090,14,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-2nd-toll-gate-chevron-lekki-lagos-2FZYX,04 Feb 2022
Tastefully Finished 5 Bedroom Detached Duplex With Bq,135000000,6,5,7,Lekki,Lekki,Lagos,unstated,08160971667,27,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3EUVC,08 Jun 2021
New 5 Bedroom Detached House,280000000,5,5,6,,Island,Lagos,unstated,090902999998,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oniru-victoria-island-lagos-2GLCQ,20 Apr 2022
Land,11500000,0,0,0,,Island,Lagos,unstated,07034744114,3,https://www.propertypro.ng/property/land-for-sale-mosere-kogo-villa-behind-eko-akete-lekki-peninsula-victoria-island-lagos-2GBDE,12 Feb 2022
"Brand New, Luxury 3bedroom Apartment With Bq",50000000,3,3,4,Jahi Abuja,Jahi,Abuja,unstated,08177766115,24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-jahi-abuja-2FYZS,28 Jan 2022
Newly Built 4 Bedroom Semi Detached Duplex,80000000,4,4,4,Lekki,Lekki,Lagos,unstated,08098000359,9,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-idado-lekki-lagos-7GKRS,16 Apr 2022
Serviced 4 Bedroom Terrace Duplex,47000000,4,4,5,Lekki,Lekki,Lagos,unstated,07030598736,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-7FSNG,25 Nov 2021
3 Units Of Abandoned 12 Floors,12000000000,0,0,0,,Ikoyi,Lagos,unstated,08036411790,1,https://www.propertypro.ng/property/house-for-sale-off-2nd-avenue-ikoyi-lagos-9GDKG,02 Mar 2022
Land,25500000, , , ,,Ajah,Lagos,unstated,07034744114,2,https://www.propertypro.ng/property/land-for-sale-eko-akete-estate-off-lekki-epe-expressway-ajah-lagos-3EYXV,05 Jul 2021
Newly Built 5 Bedroom Fully Detached Duplex,190000000,5,5,5,,Lekki,Lagos,unstated,08098000359,11,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-osapa-london-lekki-lagos-6GEGL,08 Mar 2022
