listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Land Measuring 1000 Square Meters In Abacha Estate Ikoyi Lagos,650000000, , , ,,Ikoyi,Lagos,unstated,090902999998,1,https://www.propertypro.ng/property/land-for-sale-abacha-estate-ikoyi-abacha-estate-ikoyi-lagos-5EUGL,04 Jun 2021
Newly Built Luxury 5 Bedrooms Furnished Terrace Duplex With Pool In Banana Island Estate Ikoyi Lagos,700000000,5,5,6,,Ikoyi,Lagos,unstated,090902999998,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-ikoyi-banana-island-ikoyi-lagos-6EUME,05 Jun 2021
Newly Built 4bedroom Terrace,70000000,5,4,5,,Lekki,Lagos,unstated,08050606090,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-after-2nd-toll-ikota-lekki-lagos-9EQBQ,30 Apr 2021
5 Bedroom Detached House,450000000,0,5,0,Ikoyi Lagos,Ikoyi,Lagos,unstated,08140215129,14,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-7GUJB,16 Jun 2022
Well Furnished 5 Bedroom Terrace Duplex,150000000,5,5,6,,Guzape,Abuja,unstated,08053979149,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-fairview-school-guzape-abuja-7GUJR,16 Jun 2022
Ambassadorial 5 Bedroom Detached Duplex,230000000,6,5,7,Lekki,Lekki,Lagos,unstated,08177766550,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-6GNDF,06 May 2022
Luxury 5 Bedroom Fully Detached Duplex,230000000,5,5,5,,Lekki,Lagos,Newly Built,08147329552,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-homes-lekki-phase-2-lekki-lagos-8GPTF,17 May 2022
Exclusive 4 Bedroom Terrace Duplex,68000000,4,4,5,,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-chevron-lekki-lagos-5GSHU,03 Jun 2022
5 Bedroom Fully Detached Duplex,190000000,5,5,6,Lekki,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-8GSYU,08 Jun 2022
4 Bedroom Fully Detached Duplex,110000000,4,4,5,Lekki,Lekki,Lagos,Newly Built,07088739045,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-2GSYV,08 Jun 2022
4 Bedroom Terrace House,65000000,0,0,0,,Ajah,Lagos,Newly Built,07037925478,11,https://www.propertypro.ng/property/house-for-sale-abraham-adesanya-estate-ajah-lagos-1GTMW,10 Jun 2022
Land,600000,0,0,0,Asaba Delta,Asaba,Delta,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-asaba-delta-5GREY,26 May 2022
464sqms Of Land,1500000,0,0,0,,Owerri,Imo,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-owerri-mega-city-estate-obosima-off-owerri-port-harcourt-road-owerri-imo-6GQXF,24 May 2022
5 Bedroom Detached House,390000000,0,0,0,,Lekki,Lagos,Newly Built,07037925478,8,https://www.propertypro.ng/property/house-for-sale-lekki-phase-1-lekki-lagos-1GUBS,14 Jun 2022
Decent 4 Units Of 3 Bedroom Flats,50000000,0,3,0,Egba,Egba,Lagos,Newly Built,08180249383,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abule-egba-lagos-9GPFH,13 May 2022
Luxury 5 Bedroom Fully Detached Duplex,100000000,4,4,4,,Lekki,Lagos,Newly Built,08147329552,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-chevron-lekki-lagos-7GPNW,16 May 2022
1300sqm Land,250000000,0,0,0,Lekki,Lekki,Lagos,Newly Built,08140215129,1,https://www.propertypro.ng/property/land-for-sale-ikota-lekki-lagos-3GPRB,17 May 2022
Serviced 4 Bedroom Terrace Duplex,140000000,4,4,5,,Lekki,Lagos,Newly Built,07030598736,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8GPSX,17 May 2022
Service 4 Bedroom Terrace Duplex With Bq,180000000,4,4,5,,Lekki,Lagos,Newly Built,07030598736,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3GPSW,17 May 2022
5 Bedroom Detached Duplex With Bq,95000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-conservation-road-chevron-lekki-lagos-6FWGX,05 Jan 2022
Land,90000000,0,0,0,,Ibadan,Oyo,Newly Built,08156968495,9,https://www.propertypro.ng/property/land-for-sale-adamasingba-road-adamasingba-ibadan-oyo-2GBND,15 Feb 2022
5 Bedroom Fully Detached Duplex,600000000,5,5,6,,Lekki,Lagos,Newly Built,08156968495,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-ikate-lekki-lagos-6GBNL,15 Feb 2022
Newly Built 3 Bedroom Massionette With Bq (mini),32900000,3,3,4,Sangotedo Lagos,Sangotedo,Lagos,Newly Built,07025014897,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-sangotedo-lagos-7GBMM,15 Feb 2022
Newly Built 4 Bedroom Massionette,55000000,4,4,5,,Lekki,Lagos,Newly Built,07025014897,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-chevron-lekki-lagos-6GBMR,15 Feb 2022
4bedroom Detached House*,350000000,0,0,0,Ikoyi Lagos,Ikoyi,Lagos,Newly Built,08124269637,2,https://www.propertypro.ng/property/house-for-sale-ikoyi-lagos-4GKLF,14 Apr 2022
Well Built 3 Bedroom Apartment With Bq,40000000,3,3,3,,Lekki,Lagos,Newly Built,07037925478,14,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-2nd-toll-gate-lekki-lagos-4FEPJ,17 Aug 2021
Available Land,1500000,0,0,0,Asaba Delta,Asaba,Delta,Newly Built,08140215129,1,https://www.propertypro.ng/property/land-for-sale-asaba-delta-6FMRF,13 Oct 2021
Luxury 5 Bedroom Detached House With Swimming Pool And Boys Quarter,230000000,6,5,7,,Lekki,Lagos,Newly Built,08160971667,33,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-phase-2-lekki-lagos-2FTBF,30 Nov 2021
Luxury Spacious Brand New 4 Bedroom Fully Detached Duplex With Swimming Pool And Bq,145000000,4,4,5,,Lekki,Lagos,Newly Built,08147329552,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-lekki-phase-2-lekki-lagos-0FXDP,13 Jan 2022
3 Bedroom Terrace + Bq,35000000, , , ,,Ajah,Lagos,Newly Built,07034744114,4,https://www.propertypro.ng/property/house-for-sale-brookhill-park-estate-ajah-lagos-7GATU,09 Feb 2022
Newly Built 4 Bedroom Terrace Duplex,60000000,4,4,5,Lekki,Lekki,Lagos,Newly Built,07025014897,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-4GDNE,03 Mar 2022
Newly Built 4 Bedroom Masionette With Bq,83000000,4,4,5,Lekki,Lekki,Lagos,Newly Built,07025014897,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-9GDNC,03 Mar 2022
Newly Built 3 Bedroom Masionette,68000000,3,3,4,Lekki,Lekki,Lagos,Newly Built,07025014897,4,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikate-lekki-lagos-7GDNC,03 Mar 2022
An Uncompleted Building,22000000,0,0,0,,Alimosho,Lagos,Newly Built,08180249383,1,https://www.propertypro.ng/property/house-for-sale-close-to-nnpc-oniboli-bustop-ayobo-alimosho-lagos-1GHEK,28 Mar 2022
Newly Built 4 Bedroom Semi Detached Duplex,350000000,4,4,5,Ikoyi Lagos,Ikoyi,Lagos,Newly Built,07038641144,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-lagos-8GJGW,05 Apr 2022
Newly Built 4 Bedroom Terrace Duplex,50000000,4,4,5,,Lekki,Lagos,Newly Built,07038641144,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-chevron-lekki-lagos-3GJGC,05 Apr 2022
4numbers Of 2 Bedroom Bungalow,22000000,3,2,3,Alimosho,Alimosho,Lagos,Newly Built,08180249383,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-igando-alimosho-lagos-3GNGN,07 May 2022
Contemporary 5 Bedroom Detached House With Swimming Pool And Bq,175000000,6,5,7,Lekki,Lekki,Lagos,Newly Built,08160971667,34,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-1FDEY,07 Aug 2021
Well Finished 5 Bedroom Detached House (smart Home) With Swimming Pool And Bq,200000000,6,5,7,,Lekki,Lagos,Newly Built,08160971667,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-ikota-lekki-lagos-7FLZP,07 Oct 2021
Land,17000000,0,0,0,,Ajah,Lagos,Newly Built,08036411790,4,https://www.propertypro.ng/property/land-for-sale-elite-genesis-garden-estate-proximity-to-shoprite-sangotedo-lagos-sangotedo-ajah-lagos-9GBZE,18 Feb 2022
Newly Built 4 Bedroom Detached Duplex With Bq,90000000,4,4,5,,Lekki,Lagos,Newly Built,07025014897,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-conservative-road-chevron-lekki-lagos-0GBZS,19 Feb 2022
Classy 3 Bedroom Terrace House,200000000,3,3,3,,Ikoyi,Lagos,Newly Built,08124269637,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-parkview-estate-parkview-estate-ikoyi-lagos-9GDHJ,01 Mar 2022
Newly Built 5 Bedroom Detached House,200000000,5,5,6,,Lekki,Lagos,ServicedNewly Built,07038641144,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-lekki-lagos-0GGSF,24 Mar 2022
Newly Built 4 Bedroom Semi Detached Duplex,62000000,4,4,4,Lekki,Lekki,Lagos,ServicedNewly Built,08147329552,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-2GQCE,19 May 2022
Newly Built 4 Bedroom Terrace Duplex,55000000,4,4,4,Lekki,Lekki,Lagos,ServicedNewly Built,08147329552,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5GQCD,19 May 2022
Brand New 4 Bedroom Terrace Duplex,65000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,08177766550,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-tollgate-lekki-lagos-1GQBZ,19 May 2022
Brand New 2 Bedroom Apartment,48000000,2,2,3,Lekki,Lekki,Lagos,ServicedNewly Built,08177766550,14,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-0GQCB,19 May 2022
Newly Built 5 Bedroom Detached Duplex,125000000,5,5,6,Lekki,Lekki,Lagos,ServicedNewly Built,07038641144,15,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-9GQRK,23 May 2022
Luxury 5bedrooms Terrace + 1 Room Bq,250000000,5,5,6,,Island,Lagos,ServicedNewly Built,08050606090,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-z-victoria-island-lagos-7EUMY,05 Jun 2021
Luxury 3 Bedroom Apartment With Payment Plan,42500000,3,3,4,,Apo,Abuja,ServicedNewly Built,07088739045,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-in-a-serene-estate-apo-abuja-5FGMH,31 Aug 2021
Well Built Ongoing Project Of 4flats Of 2bedrrom Each,35000000,2,2,2,,Ibadan,Oyo,ServicedNewly Built,08156968495,12,https://www.propertypro.ng/property/2-bedroom-house-for-sale-larry-oluyole-estate-ibadan-oyo-2FXAJ,12 Jan 2022
Brand New & Very Spacious Luxury 5 Bedroom Detached House With Bq,250000000,6,5,7,,Wuye,Abuja,ServicedNewly Built,08177766115,22,https://www.propertypro.ng/property/5-bedroom-house-for-sale-olusegun-obasanjo-way-wuye-abuja-4FYKA,24 Jan 2022
Newly Built 3 Bedroom Flat With A Bq,180000000,3,3,4,,Ikoyi,Lagos,ServicedNewly Built,08082163583,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-7GAKH,07 Feb 2022
Newly Built 4 Bedroom Detached Duplex With Bq;,95000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,08082163583,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-9GFGU,15 Mar 2022
Finished 4 Bedroom Semi Detached Duplex With Bq,130000000,4,4,5,Lekki,Lekki,Lagos,ServicedNewly Built,07088739045,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-1GFMJ,16 Mar 2022
Tastefully Built 5 Bedroom Detached With Bq;,150000000,5,5,6,,Lekki,Lagos,ServicedNewly Built,08082163583,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-second-tollgate-lekki-lagos-2GFLU,16 Mar 2022
Exquisitely Finished 5 Bedroom Fully Detached Duplex,200000000,5,5,6,Lekki,Lekki,Lagos,ServicedNewly Built,07088739045,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-0GFKQ,16 Mar 2022
Brand New 2 Bedroom Apartment;,130000000,2,2,3,,Lekki,Lagos,ServicedNewly Built,08082163583,16,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0GKAT,11 Apr 2022
Lovely 4 Bedroom Semi Detached Duplex With Bq,95000000,5,4,4,Lekki,Lekki,Lagos,ServicedNewly Built,08023231314,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-4GJXZ,10 Apr 2022
Newly Built 5 Bedroom Detached Duplex,200000000,5,5,6,Lekki,Lekki,Lagos,ServicedNewly Built,08063531327,13,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-1GKBW,11 Apr 2022
2bedroom Apartment,100000000,0,0,0,,Lekki,Lagos,unstated,08036411790,6,https://www.propertypro.ng/property/flat-apartment-for-sale-lekki-phase-1-lekki-lagos-9GEEC,08 Mar 2022
4 Bedroom Semi Detached Duplex With A Bq,83000000,4,4,5,Lekki,Lekki,Lagos,unstated,07030598736,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-6GFUW,18 Mar 2022
3 Bedroom Bungalow,17000000,3,3,4,,Ipaja,Lagos,unstated,08180249383,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-iyana-ipaja-ipaja-lagos-2GKGU,13 Apr 2022
Superbly Finished 4 Bedroom Semi Detached Duplex,75000000,4,4,5,,Lekki,Lagos,unstated,08177766550,19,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-tollgate-lekki-lagos-4GNCM,06 May 2022
4 Bedroom Detached Duplex With Bq,100000000,4,4,5,,Lekki,Lagos,unstated,07030598736,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-4FKBK,21 Sep 2021
Land,4500000,0,0,0,,Abeokuta,Ogun,unstated,07034744114,1,https://www.propertypro.ng/property/land-for-sale-by-command-day-secondary-school-lafenwa-abeokuta-ogun-6FJLV,15 Sep 2021
Luxury 5 Bedroom Fully Detached Duplex With A Bq,160000000,5,5,6,Lekki,Lekki,Lagos,unstated,07030598736,6,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7FPGC,27 Oct 2021
A Classic Super Luxury Smart 5 Bedroom Fully Detached Mansion Duplex With Swimming Pool And 1 Room Bq,480000000,5,5,6,,Lekki,Lagos,unstated,08147329552,12,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-osapa-london-lekki-lagos-0FPBX,25 Oct 2021
Units Of 4 Bedrooms Terraces With Bq,70000000,0,0,0,,Lekki,Lagos,unstated,08036411790,16,https://www.propertypro.ng/property/house-for-sale-osapa-london-lekki-lagos-4GAZZ,11 Feb 2022
Newly Built 5 Bedroom Fully Detached,400000000,5,5,6,,Lekki,Lagos,unstated,07025014897,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6GCJS,22 Feb 2022
4 Bedroom Semi Detached Terrace House + Bq,475000000,4,4,5,,Ikoyi,Lagos,unstated,08124269637,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-ikoyi-lagos-8GEXQ,12 Mar 2022
4 Bedroom Fully Detached Duplex,115000000,0,4,0,,Lekki,Lagos,unstated,08036411790,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-3GEYN,13 Mar 2022
Newly Built 4 Bedroom Detached Duplex,65000000,4,4,5,Lekki Lagos,Lekki,Lagos,unstated,07030598736,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-5GFYB,19 Mar 2022
Fully Serviced 4 Bedroom Terrace Duplex,160000000,4,4,5,,Lekki,Lagos,unstated,07038641144,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9GKPQ,15 Apr 2022
Newly Built 5bedroom Detached Duplex,400000000,5,5,6,,Lekki,Lagos,unstated,07038641144,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-ikate-lekki-lagos-6GKPP,15 Apr 2022
Luxury 5 Bedroom Detached Duplex,130000000,6,5,7,Lekki,Lekki,Lagos,unstated,08177766550,24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-2GNBP,05 May 2022
4 Bedroom Semi Detached Duplex + Bq,78000000,4,4,5,Lekki,Lekki,Lagos,unstated,07034744114,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-6FKKP,23 Sep 2021
Super Affordable 4 Bedroom Apartment + Bq+pool+gym @n210m,210000000,4,4,5,,Ikoyi,Lagos,unstated,08124269637,8,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-9FNCS,16 Oct 2021
Commercial Property,160000000,0,0,0,,Ajah,Lagos,Serviced,08036411790,9,https://www.propertypro.ng/property/commercial-property-for-sale-along-lekki-epe-express-way-close-to-shoprite-sangotedo-ajah-lagos-5GBBN,12 Feb 2022
Newly Built 5 Bedroom Fully Detached House,1500000000,5,5,6,,Ikoyi,Lagos,Serviced,08124269637,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-5GBZC,18 Feb 2022
Mixed Used Land,11500000,0,0,0,,Ajah,Lagos,Serviced,07025014897,1,https://www.propertypro.ng/property/land-for-sale-eko-akete-abijo-ajah-lagos-2GDJN,02 Mar 2022
Land,4200000, , , ,,Ibeju-Lekki,Lagos,Serviced,07025014897,1,https://www.propertypro.ng/property/land-for-sale-bogije-shapati-eleko-ibeju-lekki-lagos-8GDLW,02 Mar 2022
3 Bedroom Semi Detached Duplex With Bq,56500000,3,3,4,,Ajah,Lagos,Serviced,07025014897,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-okun-ajah-ajah-lagos-9GDLY,02 Mar 2022
5 Bedroom Fully Detached Duplex,200000000, ,5, ,,Lekki,Lagos,Serviced,08036411790,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-super-spacious-exquistely-duplex-in-a-prime-location-ikate-lekki-lagos-3GFCB,14 Mar 2022
Luxury 5 Bedroom Detached House With Bq,120000000,5,5,5,,Lekki,Lagos,Serviced,08098000359,7,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-orchid-road-ocean-bay-estate12-lekki-lagos-3GFBS,14 Mar 2022
5 Bedroom Duplex,160000000,0,5,0,,Lekki,Lagos,Serviced,08156968495,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-3GGDR,21 Mar 2022
Factory,320000000,0,0,0,,Ibadan,Oyo,Serviced,08156968495,11,https://www.propertypro.ng/property/commercial-property-for-sale-odo-ona-alomaja-lagos-ibadan-express-odo-ona-ibadan-oyo-5GKBM,11 Apr 2022
"2,241sqm Of Land",180000000,0,0,0,,Ibadan,Oyo,Serviced,08156968495,1,https://www.propertypro.ng/property/land-for-sale-oladejo-adigun-street-jericho-ibadan-oyo-9GKBM,11 Apr 2022
Demolishable House,3500000,2,3,3,Alimosho,Alimosho,Lagos,Serviced,08180249383,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-meiran-alimosho-lagos-5GMST,03 May 2022
Land,4000000,0,0,0,Idu Abuja,Idu,Abuja,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-idu-abuja-0GRCK,25 May 2022
Land,900000,0,0,0,,Harcourt,Rivers,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-ivy-estate-opp-ph-international-airport-ipo-buy-and-build-port-harcourt-rivers-4GREE,26 May 2022
Land,2700000,0,0,0,,Asaba,Delta,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-rosewood-estate-ogeashi-uku-with-prime-3-months-payment-plans-opposite-ogwasi-uku-polytechnic-10-mins-drive-from-egbelu-mega-city-asaba-delta-2GRDR,26 May 2022
Land,2500000,0,0,0,,Ibeju-Lekki,Lagos,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-rosewood-estate-free-from-government-aquisition-eleranigbe-ibeju-lekki-lagos-6GRCL,25 May 2022
Land,1350000,0,0,0,,Harcourt,Rivers,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-oakwood-prime-city-omuchetu-omagwa-port-harcourt-rivers-7GRCJ,25 May 2022
Land,17000000,0,0,0,Lekki,Ibeju-Lekki,Lagos,Serviced,07041489625,1,https://www.propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-9GQXM,24 May 2022
Contemporary 5 Bedroom Fully Detached Duplex,135000000,5,5,6,Lekki,Lekki,Lagos,Serviced,07088739045,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-6GSGF,02 Jun 2022
4 Bedroom Semi Detached Duplex,170000000,4,4,5,,Lekki,Lagos,unstated,07088739045,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0GTDE,08 Jun 2022
Newly Built 4 Bedroom Terrace Duplex,120000000,4,4,5,Lekki,Lekki,Lagos,unstated,07030598736,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-9GTQH,11 Jun 2022
4 Numbers Of Mini Flat,15000000,1,1,1,,Alimosho,Lagos,unstated,08180249383,2,https://www.propertypro.ng/property/1-bedroom-house-for-sale-onimaba-estate-college-bustop-ikotun-alimosho-lagos-5GTPB,10 Jun 2022
3 Bedroom Terraced House,48000000,3,3,4,Lekki,Lekki,Lagos,unstated,08030996281,16,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ilasan-lekki-lagos-4FRYC,20 Nov 2021
Well Located 2 Plots Of Land,100000000,0,0,0,,Harcourt,Rivers,unstated,08177766115,9,https://www.propertypro.ng/property/land-for-sale-can-link-road-gra-phase-3-port-harcourt-rivers-0GEQP,10 Mar 2022
2000sqm Land,40000000,0,0,0,,Ajah,Lagos,unstated,08140215129,1,https://www.propertypro.ng/property/land-for-sale-crown-estate-ajah-lagos-2FNLS,20 Oct 2021
Contemporary 3 Bedroom Terrace Duplex With Bq (with Payment Plan),35000000,3,3,4,,Ajah,Lagos,unstated,07088739045,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-brookhill-park-abijo-ajah-lagos-3FNND,20 Oct 2021
Luxury 5 Bedroom Detached Duplex,165000000,5,5,6,,Lekki,Lagos,unstated,08063531327,11,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lakeview-phase-2-chevron-lekki-lagos-0FWVL,11 Jan 2022
Available Land,10000000,0,0,0,,Ibeju-Lekki,Lagos,unstated,08140215129,1,https://www.propertypro.ng/property/land-for-sale-akodo-ise-ibeju-lekki-lagos-6FMRD,13 Oct 2021
5 Bedroom Fully Detached Duplex,450000000,5,5,6,,Lekki,Lagos,unstated,08082163583,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4GTBU,08 Jun 2022
Furnished 5 Bedroom Detached Duplex,300000000,6,5,7,,Lekki,Lagos,unstated,08160971667,34,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4GFBZ,14 Mar 2022
3 Bedroom Maisonette,85000000,3,3,3,,Ajah,Lagos,unstated,07041489625,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ambiance-heights-lekki-phase-1-with-initial-deposit-of-10m-sangotedo-ajah-lagos-7GQXX,25 May 2022
4 Bedroom Fully Detached Duplex With A Bq,220000000,4,4,5,Ajah,Ajah,Lagos,unstated,08082163583,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-ajah-lagos-5GKYV,19 Apr 2022
4 Bedrooms Duplex With A Room Bq,60000000,0,4,0,,Ajah,Lagos,unstated,08180249383,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-anu-crescent-badore-ajah-lagos-2FYPY,25 Jan 2022
Luxury 4 Bedroom Terrace Duplex,140000000,4,4,5,Jabi Abuja,Jabi,Abuja,unstated,08063531327,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-jabi-abuja-5FXMB,17 Jan 2022
Apartment,480000000,0,0,0,,Island,Lagos,unstated,090902999998,2,https://www.propertypro.ng/property/house-for-sale-eko-atlantic-city-eko-atlantic-victoria-island-lagos-4FNHF,18 Oct 2021
Newly Built And Tastefully Finished Luxury 3 Bedroom Flat,40000000,3,3,4,,Surulere,Lagos,unstated,08081672062,24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-off-chief-natufe-street-bode-thomas-surulere-lagos-6FWYT,12 Jan 2022
Newly Built 2 Bedroom Apartment,28400000,2,2,3,,Ajah,Lagos,unstated,07025014897,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-gra-abijo-ajah-lagos-6GBJJ,14 Feb 2022
Newly Built 4 Bedroom Terrace Duplex,100000000,4,4,5,,2,Abuja,unstated,08063531327,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wuse-zone-4-wuse-2-abuja-5FVTY,29 Dec 2021
Brand New And Luxury 4 Bedroom Semi Detached Duplex With Bq,150000000,5,4,6,Lekki,Lekki,Lagos,unstated,08160971667,19,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-8FPHA,27 Oct 2021
Newly Built 5 Bedroom Detached House,300000000,5,5,6,,Lekki,Lagos,unstated,07038641144,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oral-estate-lekki-lagos-8GSPV,05 Jun 2022
Corner Piece One And Half Plot Of Land,16000000, , , ,,Owerri,Imo,unstated,08037372117,6,https://www.propertypro.ng/property/land-for-sale-imo-housing-estate-road-5-extension-owerri-imo-0GJEE,05 Apr 2022
3 Bedroom Terrace Duplex,82000000,3,3,3,,Ajah,Lagos,unstated,07041489625,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-urban-prime-2-ogombo-road-initial-deposit-of-30-percent-abraham-adesanya-estate-ajah-lagos-0GQXH,24 May 2022
Lovely And Spacious 5 Bedroom Detached Duplex With Bq,200000000,6,5,7,,Lekki,Lagos,unstated,08160971667,32,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-phase-2-lekki-lagos-5FTBB,30 Nov 2021
Carcass Fully Detached 4bedroom Duplex,30000000, ,4, ,,Ajah,Lagos,unstated,08081672062,3,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-white-deck-beach-resort-and-atican-beach-okun-ajah-ajah-lagos-5EUBR,02 Jun 2021
