listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
3 Bedroom Flat,1200000,0,3,0,Adetola Aguda,Surulere,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-adetola-aguda-surulere-lagos-6GRSG
Mini Flat,500000,1,1,1,Mabo Street Off Ishaga,Surulere,Lagos,,08180249383,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mabo-street-off-ishaga-surulere-lagos-5GUAT
Finished Fully Serviced 3bedroom Flat,5000000,0,0,0,Oniru Victoria,Island,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-oniru-victoria-island-lagos-8FMVB
2 Bedroom Flat,550000,2,2,2,Ayobo,Ipaja,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ayobo-ipaja-lagos-2GUJQ
Serviced Spacious 4bedrooms Duplex,10000000,0,0,0,U3 Estate Off Jide Sawyer Drive Lekki Phase 1,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-u3-estate-off-jide-sawyer-drive-lekki-phase-1-lekki-lagos-9FQHV
Office Space,100000,0,0,0,Oniru Victoria,Island,Lagos,,08028761350,3,https://www.propertypro.ng/property/commercial-property-for-rent-oniru-victoria-island-lagos-4GUPD
A Standard 3 Bedroom Flat,1500000,0,3,0,Akoka,Yaba,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-akoka-yaba-lagos-9GNQJ
2 Bedroom Flat,700000,2,2,2,Gowon Estate Egbeda,Alimosho,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-gowon-estate-egbeda-alimosho-lagos-8GRQQ
3 Bedroom Flat,700000,0,3,0,"Opposite Mamacas Restaurant, New Oko Oba Oko Oba",Agege,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-opposite-mamacas-restaurant-new-oko-oba-oko-oba-agege-lagos-1GTZT
Room Self Contain,350000,1,1,1,Fountain Estate Badore,Ajah,Lagos,,08180249383,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-fountain-estate-badore-ajah-lagos-9GRVS
2 Bedroom Flat,450000,2,2,2,Unique Estate Baruwa,Alimosho,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-unique-estate-baruwa-alimosho-lagos-4GTYY
Mini Flat,500000,1,1,0,Asira Cofa Off Adetola Aguda,Surulere,Lagos,,08180249383,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-asira-cofa-off-adetola-aguda-surulere-lagos-6GUBS
Newly Built 4 Bedroom Detached Duplex,1500000,0,4,0,Akowonjo Egbeda,Alimosho,Lagos,,08180249383,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-akowonjo-egbeda-alimosho-lagos-9GNWD
Spacious 3 Bedroom Flat,450000,3,3,3,Abiola Estate Ayobo,Ipaja,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-abiola-estate-ayobo-ipaja-lagos-9GUJH
Mini Flat,350000,1,1,1,Heritage Estate Aboru Iyana Ipaja,Alimosho,Lagos,,08180249383,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-heritage-estate-aboru-iyana-ipaja-alimosho-lagos-3GTYX
2 Bedroom Apartment,350000,0,2,0,Command,Ipaja,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-command-ipaja-lagos-5GUNZ
Serviced 2 Bedroom Maisonette,3500000,0,0,0,"Block D5, 7th Floor 1004 Victoria",Island,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-block-d5-7th-floor-1004-victoria-island-lagos-1FHVE
3 Bedroom Flat,950000,0,3,0,Off Yakoyo Road Yakoyo Alagbole,Ojodu,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-yakoyo-road-yakoyo-alagbole-ojodu-lagos-7GTFA
Decent Mini Flat,700000,0,2,0,"Ali Balogun Street Off Onajimi Str, Pedro",Shomolu,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ali-balogun-street-off-onajimi-str-pedro-shomolu-lagos-5GSTA
4 Bedroom Semi Detached Duplex,8000000,0,0,0,,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-lekki-lagos-8FPUY
Newly Renovated 3 Bedroom Flat,1300000,0,3,0,Off Modupe Bus Stop Oke Ira,Ogba,Lagos,,08180249383,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-modupe-bus-stop-oke-ira-ogba-lagos-8GPMQ
Newly Built 2 Bedroom Flat,500000,0,2,0,Ishefun Ayobo,Ipaja,Lagos,,08180249383,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ishefun-ayobo-ipaja-lagos-6GSDE
2 Bedroom Apartment,2500000,0,0,0,Ikate,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-ikate-lekki-lagos-2FBZV
A Luxury Partly Furnished 3 Bedroom Penthouse,3000000,0,0,0,Oral Estate,Lekki,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-oral-estate-lekki-lagos-2FFQU
Standard 2 Bedrooms Flat,800000,0,2,0,"Governor's Road, Aboru",Ipaja,Lagos,,08180249383,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-governors-road-aboru-ipaja-lagos-7GSQU
4 Bedrooms Semi Detached Duplex,3000000,0,4,0,Lekki Scheme 2 Abraham Adesanya Estate,Ajah,Lagos,,08180249383,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-scheme-2-abraham-adesanya-estate-ajah-lagos-9GKGH
Mini Flat,300000,1,1,1,"Albert Aliko, Igbe Road",Ikorodu,Lagos,,08180249383,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-albert-aliko-igbe-road-ikorodu-lagos-2GQPL
Warehouse Space Measuring 16000 Sqm,18000,0,0,0,Ogba Industrial,Ogba,Lagos,,08180249383,4,https://www.propertypro.ng/property/commercial-property-for-rent-ogba-industrial-ogba-lagos-4GBPP
4 Bedroom Detached House,15000000,0,0,0,Buraimo Kenku Street Victoria,Island,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-buraimo-kenku-street-victoria-island-lagos-2FXMW
Open Space,10000000,0,0,0,Berger,Ojodu,Lagos,,08028761350,4,https://www.propertypro.ng/property/commercial-property-for-rent-berger-ojodu-lagos-5GBXP
Mini Flat,370000,2,1,2,Okunola Street Egbeda,Alimosho,Lagos,,08180249383,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-okunola-street-egbeda-alimosho-lagos-4GRJB
4 Bedroom Terrace House,10000000,0,0,0,Tiamiyu Savage Victoria,Island,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-tiamiyu-savage-victoria-island-lagos-1FYCL
3 Bedroom Flat,5000000,0,0,0,Ikate,Lekki,Lagos,,08028761350,4,https://www.propertypro.ng/property/flat-apartment-for-rent-ikate-lekki-lagos-8FTVC
Mini Flat,1000000,0,1,0,Ola Adebiyi Street Peace Estate Soluyi,Gbagada,Lagos,,08180249383,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ola-adebiyi-street-peace-estate-soluyi-gbagada-lagos-7GUPA
3 Bedroom Apartment,700000,5,3,4,Ajasa Command Ipaja,Alimosho,Lagos,,08180249383,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajasa-command-ipaja-alimosho-lagos-9GRPX
Newly Renovated Shop Space,750000,0,0,0,Barracks Western Avenue,Surulere,Lagos,,08180249383,4,https://www.propertypro.ng/property/commercial-property-for-rent-barracks-western-avenue-surulere-lagos-9GPSL
2 And 3 Bedroom Smart Luxury Apartment,15000000,0,0,0,Off Ikoyi Golf Course,Ikoyi,Lagos,,08028761350,4,https://www.propertypro.ng/property/flat-apartment-for-rent-off-ikoyi-golf-course-ikoyi-lagos-8FYBY
Portable Shop,2000,0,0,0,"Along The Road Heritage Estate, Aboru Iyana Ipaja",Ipaja,Lagos,,08180249383,4,https://www.propertypro.ng/property/commercial-property-for-rent-along-the-road-heritage-estate-aboru-iyana-ipaja-ipaja-lagos-9GHST
Mini Flat,800000,0,1,0,Ondo Street Ebute Metta,Yaba,Lagos,,08180249383,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ondo-street-ebute-metta-yaba-lagos-8GUFS
2 Bedroom Flat,900000,0,2,0,Morocco,Shomolu,Lagos,,08180249383,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-morocco-shomolu-lagos-4GUNZ
A Decent Mini Flat,300000,1,1,1,Aboru Iyana Ipaja,Ipaja,Lagos,,08180249383,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-aboru-iyana-ipaja-ipaja-lagos-9GRFK
2 Bedroom Flat,800000,3,2,3,Valley View Estate Iyana Ipaja,Alimosho,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-valley-view-estate-iyana-ipaja-alimosho-lagos-6GSQJ
Executive 2 Bedroom Flat,1500000,0,2,0,By Luth Hospital Idi Araba,Surulere,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-luth-hospital-idi-araba-surulere-lagos-6GRSK
Studio Apartment,160000,1,1,0,"Jarinatu Street Off Police Post, Ebute",Ikorodu,Lagos,,08180249383,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-jarinatu-street-off-police-post-ebute-ikorodu-lagos-0GSJL
Beautiful And Spacious 3 Bedroom Apartment With Bq,9000000,0,0,0,Adeola Odeku Victoria,Island,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-adeola-odeku-victoria-island-lagos-5FDLD
Luxury Fully Serviced 3 Bedrooms Apartment,8000000,0,0,0,Glover Road,Ikoyi,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-glover-road-ikoyi-lagos-2FFGZ
2 Bedroom Flat,2750000,0,0,0,Ologolo,Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-ologolo-lekki-lagos-8FNVC
2 Bedroom Flat,600000,0,2,0,"Kajola, Bogije Axis",Ajah,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-kajola-bogije-axis-ajah-lagos-5GUFF
2 Bedroom Flat,1000000,0,2,0,Kings Avenue Berger,Ojodu,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-kings-avenue-berger-ojodu-lagos-5GNYE
4 Bedroom Detached Duplex With Bq,6000000,0,0,0,Chevron,Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/house-for-rent-chevron-lekki-lagos-0FETZ
Decent 2 Bedroom Flat,350000,0,2,0,Ikola Area,Ipaja,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ikola-area-ipaja-lagos-5GPRN
Elegantly Built 3 Bedroom Apartment With Gym And 1 Room Bq,5000000,0,0,0,,Ikoyi,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-ikoyi-lagos-5FAQX
Executive Serviced Self Contained,1200000,0,0,0,Victoria,Island,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-victoria-island-lagos-8FVYP
Spacious 2 Bedroom Flat Apartment,2300000,0,0,0,Ikate,Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-ikate-lekki-lagos-9FEUC
Executive 2 Bedroom Flat,1300000,0,2,0,Ketu Alapere Kosofe,Kosofe/Ikosi,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ketu-alapere-kosofe-ikosi-lagos-1GNLR
Office Block On 2 Floors,30000000,0,0,0,Adeola Odeku Victoria,Island,Lagos,,08028761350,7,https://www.propertypro.ng/property/commercial-property-for-rent-adeola-odeku-victoria-island-lagos-6FEJF
2 Bedroom Apartment,2000000,0,2,0,Awuse Estate Opebi,Ikeja,Lagos,,08180249383,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-awuse-estate-opebi-ikeja-lagos-1GSVU
Brand New 2bedrooms Flat Apartment,2500000,0,0,0,Orchid Road,Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/flat-apartment-for-rent-orchid-road-lekki-lagos-5FZHM
Room Self Contain,160000,1,1,1,"Evergreen Estate, Aboru",Ipaja,Lagos,,08180249383,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-evergreen-estate-aboru-ipaja-lagos-5GUEQ
Mini Flat,250000,2,1,2,Moshalashi Igando,Alimosho,Lagos,,08180249383,1,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-moshalashi-igando-alimosho-lagos-4GTKE
Fully Serviced 4/5 Bedroom Duplex,4000000,0,0,0,,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-lekki-lagos-2FTVC
Executive 2 Bedroom Flat,1500000,2,2,2,Aguda,Surulere,Lagos,Serviced,08180249383,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-aguda-surulere-lagos-2GUAV
5 Bedroom Fully Detached House,25000000,0,0,0,Ademola Adetokunbo Victoria,Island,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-ademola-adetokunbo-victoria-island-lagos-4FFCH
2 Bedroom Apartment,1000000,2,2,2,"Harmony Estate Aboru, Iyana Ipaja",Alimosho,Lagos,,08180249383,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-harmony-estate-aboru-iyana-ipaja-alimosho-lagos-6GRHL
3 Bedrooms Flat,1500000,0,0,0,"Kayfarm Estate, Obawole",Ogba,Lagos,,08180249383,1,https://www.propertypro.ng/property/flat-apartment-for-rent-kayfarm-estate-obawole-ogba-lagos-5FZWT
2 Bedroom Flat,700000,3,2,3,Ikotun Egbe Ile Iwe Area,Alimosho,Lagos,,08180249383,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ikotun-egbe-ile-iwe-area-alimosho-lagos-4GSBZ
2 Bedroom Flat,400000,0,2,2,"Ekoro Junction Area, Abule",Egba,Lagos,,08180249383,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ekoro-junction-area-abule-egba-lagos-5GSJH
4 Bedroom Detached House,20000000,0,0,0,Milverton Road,Ikoyi,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-milverton-road-ikoyi-lagos-0FYBY
Apartments,2400000,0,0,0,,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-lagos-5FXMW
Well Finished 4bedroom Semi Detached Duplex,8000000,0,0,0,,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-lekki-lagos-6FWTD
Room Self Contain,600000,1,1,1,Hopeville Estate,Sangotedo,Lagos,,08180249383,1,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hopeville-estate-sangotedo-lagos-2GRSP
Newly Built 6bedroom Terrace Duplex,5000000,0,0,0,Osapa London,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-osapa-london-lekki-lagos-9FGMR
5 Bedrooms Fully Detached Duplex,20000000,0,0,0,Off Glover Road,Ikoyi,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-off-glover-road-ikoyi-lagos-6FGGQ
Fully Serviced 2units Of 2bedrooms Apartment,7000000,0,0,0,Off Gerrard Road,Ikoyi,Lagos,,08028761350,1,https://www.propertypro.ng/property/flat-apartment-for-rent-off-gerrard-road-ikoyi-lagos-6FGGP
4 Bedroom Terrace Duplex With A Bq,6000000,0,0,0,,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-lekki-lagos-9FGGH
4 Bedrooms Terraced Duplex,4000000,0,0,0,Chevron,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/house-for-rent-chevron-lekki-lagos-1FMVC
2 Bedroom Flat,2500000,0,0,0,Orchid,Lekki,Lagos,,08028761350,1,https://www.propertypro.ng/property/flat-apartment-for-rent-orchid-lekki-lagos-9FPCV
4 Bedroom Terrace Duplex With Bq,8500000,0,0,0,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-6FKYJ
4units Of 3bedrooms Flat & 1unit Of 5bedrooms Penthouse,50000000,0,0,0,Lekki Phase 1,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-9FQBH
4 Bedroom Terrace Duplex,4000000,0,0,0,Ikate,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-ikate-lekki-lagos-5GGHC
"6800m2 (73,194sq Ft) Warehouse",1600,0,0,0,,Ogba,Lagos,,08028761350,3,https://www.propertypro.ng/property/commercial-property-for-rent-ogba-lagos-5FUXC
4 Bedroom Terrace Plus Bq,4000000,0,0,0,Osapa London,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-osapa-london-lekki-lagos-4FWJQ
Brand Newly 5bedrooms Semi Detached Duplex,12000000,0,0,0,,Ikoyi,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-ikoyi-lagos-0FJDP
5 Bedroom Detached House,17000000,0,0,0,Lekki Phase 1,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-1GJSC
Shops,500000,0,0,0,,Agege,Lagos,,08028761350,3,https://www.propertypro.ng/property/commercial-property-for-rent-agege-lagos-6GJSC
Aesthetic Detached 5 Bedroom Duplex,9000000,0,0,0,Banana Island,Ikoyi,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-banana-island-ikoyi-lagos-6GDFF
4 Bedroom Semi Detached Duplex,6000000,0,0,0,Osapa London,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/house-for-rent-osapa-london-lekki-lagos-9GJAH
3 Bedroom Flat,1600000,0,0,0,Aguda,Ogba,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-aguda-ogba-lagos-1GLBU
5 Bedroom Semi Detached Duplex,7000000,0,5,0,,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-lagos-5GUDQ
Newly Built 3 Bedroom Flat + Bq,4500000,0,0,0,Ikate,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-ikate-lekki-lagos-9FMSY
Apartments,8000000,0,0,0,,Ikeja,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-ikeja-lagos-9FUPF
Apartments,2700000,0,0,0,,Sangotedo,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-sangotedo-lagos-5FVNM
3bedroom Apartment,12000000,0,0,0,Banana Island,Ikoyi,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-banana-island-ikoyi-lagos-0FWEE
Fully Serviced 2 Bedroom Flat With Boys Quarter,3700000,0,0,0,Ikate,Lekki,Lagos,,08028761350,3,https://www.propertypro.ng/property/flat-apartment-for-rent-ikate-lekki-lagos-7FYJX
4 Bedroom Terrace Duplex,3500000,4,4,5,Orchid Hotel Road,Lekki,Lagos,Serviced,08082163583,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-hotel-road-lekki-lagos-4GMEL
Office Space,12600000,0,0,0,Lekki Phase 1,Lekki,Lagos,,08028761350,11,https://www.propertypro.ng/property/commercial-property-for-rent-lekki-phase-1-lekki-lagos-8GUPD
Fully Serviced 3 Bedroom Flat With A Room Bq,8000000,0,0,0,Victoria,Island,Lagos,,08028761350,11,https://www.propertypro.ng/property/flat-apartment-for-rent-victoria-island-lagos-7FSBW
4 Units Of 3 Bedroom Flat With Bq And,12000000,0,0,0,Victoria,Island,Lagos,,08028761350,11,https://www.propertypro.ng/property/house-for-rent-victoria-island-lagos-0FWTE
4 Floor Office Space,95000,0,0,0,Victoria,Island,Lagos,,08028761350,11,https://www.propertypro.ng/property/commercial-property-for-rent-victoria-island-lagos-7FWTB
4 Bedroom Duplex,40000000,4,4,4,"Olayemi, Ayobo Ipaja",Alimosho,Lagos,,08180249383,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olayemi-ayobo-ipaja-alimosho-lagos-6GKXA
Standard Mini Flat,550000,0,0,0,Ago Palace,Okota,Lagos,,08180249383,11,https://www.propertypro.ng/property/flat-apartment-for-rent-ago-palace-okota-lagos-7GGJA
Land,40000000,0,0,0,Awolowo Road,Ikoyi,Lagos,,08034400311,11,https://www.propertypro.ng/property/land-for-rent-awolowo-road-ikoyi-lagos-3GHLJ
5bedroom Fully Detached Duplex,6000000,0,0,0,Osapa London,Lekki,Lagos,,08034400311,11,https://www.propertypro.ng/property/house-for-rent-osapa-london-lekki-lagos-1GGQV
4bedroom Terrace House,8000000,0,0,0,Lekki Phase 1,Lekki,Lagos,,08034400311,11,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-3GHBP
A Plot Of Land,1000000,0,0,0,Egbeda,Alimosho,Lagos,,08180249383,11,https://www.propertypro.ng/property/land-for-rent-egbeda-alimosho-lagos-6GHSU
Mini Flat With 2 Toilets,300000,2,0,2,Better Life Abaranje Ikotun,Alimosho,Lagos,,08180249383,11,https://www.propertypro.ng/property/flat-apartment-for-rent-better-life-abaranje-ikotun-alimosho-lagos-6GFCL
4 Bedrooms Terrace Duplex,3800000,0,4,0,Orchid Area,Lekki,Lagos,,08180249383,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-area-lekki-lagos-3GKDF
Newly Built 4 Bedroom Duplex,1500000,0,4,0,Egbeda Akowonjo,Alimosho,Lagos,,08180249383,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-egbeda-akowonjo-alimosho-lagos-6GSHS
3 Bedroom Flat,1800000,0,0,0,2nd Lekki Toll Gate,Lekki,Lagos,,08028761350,11,https://www.propertypro.ng/property/flat-apartment-for-rent-2nd-lekki-toll-gate-lekki-lagos-7FJDL
1100sqm Land,25000000,0,0,0,Banana Island,Ikoyi,Lagos,,08034400311,11,https://www.propertypro.ng/property/land-for-rent-banana-island-ikoyi-lagos-4GPCV
1199sqm Land,35000000,0,0,0,Lekki Phase 1,Lekki,Lagos,,08034400311,11,https://www.propertypro.ng/property/land-for-rent-lekki-phase-1-lekki-lagos-4GPCX
2 Bedroom Flat,1000000,2,2,2,Egbeda,Alimosho,Lagos,,08180249383,11,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-egbeda-alimosho-lagos-5GPDR
Newly Renovated 3 Bedrooms Flat,2000000,0,3,0,Allen Avenue,Ikeja,Lagos,,08180249383,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-allen-avenue-ikeja-lagos-6GPNZ
2 Bedroom Flat,1800000,2,2,2,Iponri,Surulere,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-iponri-surulere-lagos-6GPUY
Newly Built 2 Bedroom Flat,800000,2,2,2,"Graceland Estate, Isheri Olofin Egbeda",Alimosho,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-graceland-estate-isheri-olofin-egbeda-alimosho-lagos-9GPVC
2 Bedroom Flat,650000,2,2,2,"Ibrahim Alli Street, Ladilak",Shomolu,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ibrahim-alli-street-ladilak-shomolu-lagos-6GQEK
3 Bedroom Flat,300000,3,3,3,Igando,Alimosho,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-igando-alimosho-lagos-2GQDN
2 Bedroom Flat,300000,0,2,0,Command,Ipaja,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-command-ipaja-lagos-0GSDQ
3 Bedroom Apartment,600000,0,3,0,"Around Elepe, Off Ijede Rd Ijede",Ikorodu,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-around-elepe-off-ijede-rd-ijede-ikorodu-lagos-0GSHM
Block Of 4 Units Of 3 Bedroom Flat,45000000,3,3,0,"Hilltop Estate, Radio Off Awolowo Way, Itamaga",Ikorodu,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-house-for-rent-hilltop-estate-radio-off-awolowo-way-itamaga-ikorodu-lagos-6GSRU
4 Bedroom Semi Detached Duplex,3000000,0,4,0,Harmony Estate,Gbagada,Lagos,,08180249383,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-harmony-estate-gbagada-lagos-5GSRW
2 Units Of 2 Bedroom Flats,400000,2,2,3,Ewegbemi Bus Stop Off Command Ajasa Road,Ipaja,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ewegbemi-bus-stop-off-command-ajasa-road-ipaja-lagos-9GSZZ
Newly Built Mini Flat,450000,1,1,0,Ile Iwe Meiran Off Iyana Ekoro Bus Stop Abule,Egba,Lagos,,08180249383,6,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ile-iwe-meiran-off-iyana-ekoro-bus-stop-abule-egba-lagos-1GTYR
3 Bedroom Flat,2700000,0,3,0,Magodo Gra Phase 2 Kosofe,Kosofe/Ikosi,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-2GTYL
3 Bedroom Flat,1000000,3,3,3,Lion Of Judah Church Egbeda,Alimosho,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lion-of-judah-church-egbeda-alimosho-lagos-1GPQN
5 Bedroom Duplex,5500000,0,5,0,Awuse Estate Opebi,Ikeja,Lagos,,08180249383,6,https://www.propertypro.ng/property/5-bedroom-house-for-rent-awuse-estate-opebi-ikeja-lagos-9GPSK
Land,300000,0,0,0,Aboru Iyana Ipaja,Alimosho,Lagos,,08180249383,6,https://www.propertypro.ng/property/land-for-rent-aboru-iyana-ipaja-alimosho-lagos-5GMCL
3 Bedroom Flat,3000000,3,3,3,Chevy View Estate Chevron,Lekki,Lagos,,08180249383,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-chevy-view-estate-chevron-lekki-lagos-1GQFK
Mini Flat,250000,1,1,1,Ajasa Command,Ipaja,Lagos,,08180249383,6,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ajasa-command-ipaja-lagos-0GRWQ
2 Bedroom Apartment,3000000,2,2,3,Ikate,Lekki,Lagos,Serviced,07030598736,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikate-lekki-lagos-8GTEV
Newly Built 2 Bedroom Flat,1200000,2,2,2,Off Pedro,Shomolu,Lagos,,08180249383,6,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-pedro-shomolu-lagos-0GTFA
2 Bedrooms Flat,1200000,0,2,0,"Morenikeji Street, Off Modupe Bus Stop Oke Ira",Ogba,Lagos,,08180249383,14,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-morenikeji-street-off-modupe-bus-stop-oke-ira-ogba-lagos-0GPMP
